Data e hora,Biblioteca (C),Aulas (B),Cafetaria (O),Quimica (E),Minas e Metalurgia (F),Civil (G),Civil Norte (H),Electrotecnia (I),Mecanica (L),Mecanica Norte (M)
08/02/2024 13:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
08/02/2024 14:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
08/02/2024 15:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
08/02/2024 16:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
08/02/2024 17:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
08/02/2024 18:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
08/02/2024 19:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
08/02/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08/02/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08/02/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08/02/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/02/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/02/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/02/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/02/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/02/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/02/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/02/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/02/2024 07:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 08:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 09:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 10:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 11:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 12:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 13:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 14:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 15:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 16:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 17:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 18:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 19:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
09/02/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/02/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/02/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/02/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/02/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/02/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/02/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/02/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/02/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/02/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/02/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/02/2024 07:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 08:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 09:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 10:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 11:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 12:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 13:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 14:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 15:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 16:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 17:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 18:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 19:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
10/02/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/02/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/02/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/02/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/02/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/02/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/02/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/02/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/02/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/02/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/02/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/02/2024 07:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 08:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 09:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 10:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 11:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 12:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 13:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 14:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 15:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 16:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 17:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 18:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 19:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
11/02/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/02/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/02/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/02/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/02/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/02/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/02/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/02/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/02/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/02/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/02/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/02/2024 07:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 08:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 09:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 10:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 11:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 12:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 13:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 14:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 15:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 16:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 17:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 18:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 19:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
12/02/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/02/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/02/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/02/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2024 07:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 08:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 09:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 10:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 11:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 12:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 13:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 14:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 15:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 16:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 17:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 18:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 19:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
13/02/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/02/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/02/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/02/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/02/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/02/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/02/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/02/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/02/2024 07:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 08:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 09:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 10:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 11:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 12:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 13:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 14:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 15:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 16:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 17:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 18:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 19:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
14/02/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/02/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/02/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/02/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/02/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/02/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/02/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/02/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/02/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/02/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/02/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/02/2024 07:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 08:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 09:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 10:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 11:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 12:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 13:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 14:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 15:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 16:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 17:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 18:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 19:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
15/02/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/02/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/02/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/02/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/02/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/02/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/02/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/02/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/02/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/02/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/02/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/02/2024 07:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 08:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 09:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 10:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 11:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 12:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 13:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 14:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 15:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 16:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 17:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 18:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 19:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
16/02/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/02/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/02/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/02/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/02/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/02/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/02/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/02/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/02/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/02/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/02/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/02/2024 07:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 08:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 09:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 10:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 11:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 12:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 13:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 14:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 15:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 16:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 17:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 18:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 19:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
17/02/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/02/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/02/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/02/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/02/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/02/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/02/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/02/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/02/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/02/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/02/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/02/2024 07:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 08:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 09:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 10:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 11:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 12:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 13:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 14:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 15:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 16:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 17:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 18:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 19:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
18/02/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/02/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/02/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/02/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/02/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/02/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/02/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/02/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/02/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/02/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/02/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/02/2024 07:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
19/02/2024 08:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
19/02/2024 09:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
19/02/2024 10:00:00,5.695,14.537,1.213,2.914,2.757,3.046,6.257,7.063,2.457,2.635
