Data e hora,Dia da Semana,Administracao (A),Aulas (B),Biblioteca (C),CICA (D),Quimica (E),Minas e Metalurgia (F),Civil (G),Civil Norte (H),Electrotecnia (I),Electrotecnia Norte (J),Mecanica (L),Mecanica Norte (M),Cafetaria (O),Auditorio,Bombas de Rega,Bombas,Outros PT1,Outros PT3,Total Outros,Carregador Veiculos Eletricos I,Carregador Veiculos Eletricos II
19/01/2024 04:00:00,Sex,7,53,6,119,72,19,25,31,31,2,9,17,0,5,40,2,47,8,55,25,0
19/01/2024 05:00:00,Sex,8,32,16,118,60,8,10,31,18,3,19,17,0,5,25,3,45,10,55,25,0
19/01/2024 06:00:00,Sex,7,48,8,118,63,9,12,20,31,12,6,26,40,5,15,2,36,8,44,0,0
19/01/2024 07:00:00,Sex,12,33,12,120,59,17,23,29,34,2,9,17,0,5,15,3,37,10,47,0,0
19/01/2024 08:00:00,Sex,23,31,64,118,78,14,14,37,37,3,19,32,10,40,0,5,8,11,19,0,0
19/01/2024 09:00:00,Sex,15,75,66,121,74,23,18,55,40,2,15,39,0,41,15,8,35,8,43,0,0
19/01/2024 10:00:00,Sex,22,49,60,121,102,14,35,56,43,0,25,41,40,44,0,7,36,7,43,0,0
19/01/2024 11:00:00,Sex,24,47,68,147,91,25,24,42,59,0,28,39,10,38,15,4,22,4,26,0,0
19/01/2024 12:00:00,Sex,24,66,60,123,111,27,39,44,52,10,31,36,40,34,0,2,20,2,22,0,0
19/01/2024 13:00:00,Sex,23,55,72,123,97,17,24,43,52,0,18,29,0,29,15,3,35,3,38,0,0
19/01/2024 14:00:00,Sex,23,34,70,122,94,33,37,34,62,0,28,30,40,29,0,2,19,2,21,0,0
19/01/2024 15:00:00,Sex,21,57,56,125,104,30,24,48,52,0,28,28,10,40,15,3,20,3,23,0,0
19/01/2024 16:00:00,Sex,19,70,68,127,95,16,37,48,65,0,21,34,0,31,15,2,34,2,36,0,0
19/01/2024 17:00:00,Sex,30,48,70,127,98,31,39,56,52,11,28,28,40,21,0,2,21,2,23,0,0
19/01/2024 18:00:00,Sex,16,74,56,124,77,15,20,57,49,3,28,49,10,9,15,3,36,5,41,0,0
19/01/2024 19:00:00,Sex,14,46,54,123,81,22,35,42,53,2,15,35,0,9,25,2,34,9,43,25,0
19/01/2024 20:00:00,Sex,8,48,32,121,68,11,14,34,34,3,19,38,0,19,40,3,66,9,75,25,0
19/01/2024 21:00:00,Sex,5,53,20,121,73,22,12,30,37,3,12,20,10,6,0,2,23,9,32,0,0
19/01/2024 22:00:00,Sex,6,34,6,119,62,10,27,29,31,2,9,27,40,3,15,2,40,8,48,0,0
19/01/2024 23:00:00,Sex,6,31,6,118,63,20,10,17,21,2,19,17,0,3,40,3,47,10,57,25,0
20/01/2024 00:00:00,Sab,5,51,16,120,59,10,12,29,31,12,9,17,0,3,0,2,22,8,30,0,0
20/01/2024 01:00:00,Sab,6,18,6,118,73,20,25,28,31,3,19,25,10,2,15,3,34,10,44,0,0
20/01/2024 02:00:00,Sab,5,38,6,118,59,10,10,28,28,2,9,16,0,3,0,2,5,8,13,0,0
20/01/2024 03:00:00,Sab,5,26,16,118,63,19,12,30,21,3,9,25,0,12,15,2,34,9,43,0,0
20/01/2024 04:00:00,Sab,6,37,6,119,70,8,25,29,31,2,19,13,0,3,0,3,21,9,30,0,0
20/01/2024 05:00:00,Sab,16,16,6,119,59,8,10,30,28,3,6,13,0,2,40,2,45,9,54,25,0
20/01/2024 06:00:00,Sab,6,27,18,118,63,19,12,30,21,2,9,23,10,2,15,3,34,9,43,0,0
20/01/2024 07:00:00,Sab,7,47,8,119,59,9,25,28,28,13,19,13,0,3,0,2,35,9,44,0,0
20/01/2024 08:00:00,Sab,6,19,6,118,73,19,12,19,28,2,6,13,40,2,15,2,34,7,41,0,0
20/01/2024 09:00:00,Sab,6,32,16,119,59,9,10,29,28,1,19,22,0,2,0,3,2,3,5,0,0
20/01/2024 10:00:00,Sab,6,21,6,118,63,20,10,22,31,0,9,9,0,3,15,2,31,2,33,0,0
20/01/2024 11:00:00,Sab,5,31,8,119,59,9,27,15,18,0,9,6,10,12,0,3,17,3,20,0,0
20/01/2024 12:00:00,Sab,5,19,18,118,70,9,10,13,31,0,19,17,0,3,40,2,42,2,44,25,0
20/01/2024 13:00:00,Sab,5,30,6,120,62,19,12,12,31,0,9,7,0,2,15,2,32,2,34,0,0
20/01/2024 14:00:00,Sab,6,20,8,119,63,9,27,11,31,0,9,14,0,8,0,3,16,3,19,0,0
20/01/2024 15:00:00,Sab,5,12,16,144,65,19,12,13,31,10,16,4,0,9,15,2,32,2,34,0,0
20/01/2024 16:00:00,Sab,5,40,8,119,70,9,14,19,31,0,9,11,0,9,0,3,1,3,4,0,0
20/01/2024 17:00:00,Sab,4,23,6,118,62,19,29,16,31,1,9,25,10,7,40,2,57,2,59,25,0
20/01/2024 18:00:00,Sab,14,33,16,120,60,9,14,30,24,2,22,16,0,8,25,2,43,5,48,25,0
20/01/2024 19:00:00,Sab,6,34,8,116,62,9,14,29,34,3,9,27,40,16,65,3,70,9,79,50,0
20/01/2024 20:00:00,Sab,5,43,16,119,73,20,29,29,31,3,9,20,0,3,0,2,20,9,29,0,0
20/01/2024 21:00:00,Sab,6,30,6,119,62,8,10,29,34,3,19,15,10,2,15,3,36,9,45,0,0
20/01/2024 22:00:00,Sab,6,42,6,116,63,19,12,29,31,3,9,24,0,3,15,2,34,9,43,0,0
20/01/2024 23:00:00,Sab,6,41,16,120,69,8,27,19,21,13,9,15,0,2,0,2,5,8,13,0,0
21/01/2024 00:00:00,Dom,6,42,6,118,63,19,10,29,31,2,19,14,0,3,15,3,34,10,44,0,0
21/01/2024 01:00:00,Dom,7,42,6,118,59,8,12,29,28,3,9,25,0,12,0,2,21,8,29,0,0
21/01/2024 02:00:00,Dom,6,19,16,118,63,9,25,28,21,3,6,14,10,2,40,3,44,10,54,25,0
21/01/2024 03:00:00,Dom,7,40,6,118,70,19,12,20,28,2,19,24,0,2,0,2,19,8,27,0,0
21/01/2024 04:00:00,Dom,7,27,6,119,59,9,10,30,28,3,9,14,0,3,15,3,35,10,45,0,0
21/01/2024 05:00:00,Dom,7,36,16,119,60,18,27,29,31,3,9,13,0,2,15,2,21,8,29,0,0
21/01/2024 06:00:00,Dom,17,19,6,118,69,9,10,29,18,12,19,23,0,2,0,2,20,9,29,0,0
21/01/2024 07:00:00,Dom,6,25,6,118,63,18,12,19,31,3,6,13,40,2,15,3,34,9,43,0,0
21/01/2024 08:00:00,Dom,7,48,16,117,59,9,10,29,28,3,19,13,10,3,0,2,20,8,28,0,0
21/01/2024 09:00:00,Dom,6,23,6,117,70,19,27,29,25,1,9,22,0,2,15,3,16,3,19,0,0
21/01/2024 10:00:00,Dom,5,9,4,117,62,9,10,25,21,0,9,12,0,3,0,2,17,2,19,0,0
21/01/2024 11:00:00,Dom,6,41,16,117,60,9,12,27,28,0,19,11,0,12,15,2,31,2,33,0,0
21/01/2024 12:00:00,Dom,6,19,4,118,62,20,27,15,28,0,9,17,0,3,0,3,2,3,5,0,0
21/01/2024 13:00:00,Dom,6,21,6,117,70,11,10,4,31,0,9,3,0,2,15,2,31,2,33,0,0
21/01/2024 14:00:00,Dom,6,22,14,119,62,18,12,20,31,10,19,8,0,3,15,3,33,3,36,0,0
21/01/2024 15:00:00,Dom,6,30,6,118,60,10,27,23,31,0,9,20,10,2,0,2,1,2,3,0,0
21/01/2024 16:00:00,Dom,6,34,14,119,62,11,14,24,21,0,9,11,0,3,15,3,32,3,35,0,0
21/01/2024 17:00:00,Dom,15,32,6,118,70,20,29,27,34,1,19,26,0,2,25,2,41,2,43,25,0
21/01/2024 18:00:00,Dom,6,22,6,119,62,9,12,29,34,2,9,22,0,13,15,2,34,4,38,0,0
21/01/2024 19:00:00,Dom,6,44,16,119,63,20,14,29,34,3,12,18,40,3,25,3,29,10,39,25,0
21/01/2024 20:00:00,Dom,6,31,6,119,69,9,27,28,34,3,19,30,10,2,15,2,35,8,43,0,0
21/01/2024 21:00:00,Dom,5,42,6,117,63,9,14,27,31,3,9,18,0,3,15,3,35,10,45,0,0
21/01/2024 22:00:00,Dom,6,42,16,120,62,19,12,29,24,2,19,19,0,2,0,2,20,8,28,0,0
21/01/2024 23:00:00,Dom,7,32,6,118,73,8,25,17,34,13,6,27,0,3,15,3,35,10,45,0,0
22/01/2024 00:00:00,Seg,6,30,6,117,63,20,12,29,34,2,9,18,10,12,0,2,19,8,27,0,0
22/01/2024 01:00:00,Seg,6,44,16,120,59,9,10,29,31,3,19,26,0,3,15,3,36,10,46,0,0
22/01/2024 02:00:00,Seg,6,22,6,119,60,18,25,27,21,2,9,15,0,2,0,2,4,8,12,0,0
22/01/2024 03:00:00,Seg,6,51,6,120,72,9,10,28,31,2,19,15,0,3,15,2,35,9,44,0,0
22/01/2024 04:00:00,Seg,7,32,16,119,63,18,12,28,28,3,9,15,0,4,0,3,19,9,28,0,0
22/01/2024 05:00:00,Seg,16,20,6,119,59,10,25,27,31,12,9,24,10,4,15,2,20,9,29,0,0
22/01/2024 06:00:00,Seg,7,51,12,118,73,19,10,29,21,2,16,15,0,4,15,3,35,9,44,0,0
22/01/2024 07:00:00,Seg,10,41,32,119,62,8,10,27,37,2,9,17,40,6,0,2,21,9,30,0,0
22/01/2024 08:00:00,Seg,13,47,48,120,66,12,31,34,37,3,22,31,0,17,15,3,19,9,28,0,0
22/01/2024 09:00:00,Seg,19,56,66,121,92,26,18,40,43,2,15,42,0,6,0,2,19,3,22,0,0
22/01/2024 10:00:00,Seg,24,59,60,124,85,18,39,59,59,1,31,49,50,5,15,4,34,4,38,0,0
22/01/2024 11:00:00,Seg,24,49,72,150,111,31,41,54,58,12,31,51,0,6,25,7,43,7,50,25,0
22/01/2024 12:00:00,Seg,27,56,70,124,97,35,32,67,68,0,34,53,40,5,15,6,18,6,24,0,0
22/01/2024 13:00:00,Seg,26,77,60,128,105,37,43,67,55,0,21,50,0,16,15,3,32,3,35,0,0
22/01/2024 14:00:00,Seg,40,46,70,128,94,38,45,54,68,11,31,44,50,6,0,2,18,2,20,0,0
22/01/2024 15:00:00,Seg,30,53,60,130,110,36,32,69,61,3,34,51,0,6,15,3,34,3,37,0,0
22/01/2024 16:00:00,Seg,29,60,72,129,109,26,47,60,71,2,31,52,0,5,0,2,3,2,5,0,0
22/01/2024 17:00:00,Seg,24,72,70,129,113,35,34,68,61,3,34,56,50,6,15,2,33,2,35,0,0
22/01/2024 18:00:00,Seg,21,73,62,128,92,27,49,63,65,14,21,53,0,16,0,3,20,7,27,0,0
22/01/2024 19:00:00,Seg,16,80,58,125,87,26,26,44,46,3,25,51,0,5,15,2,37,8,45,0,0
22/01/2024 20:00:00,Seg,10,45,32,123,75,12,35,48,40,4,25,24,10,6,0,3,5,10,15,0,0
22/01/2024 21:00:00,Seg,8,58,12,122,78,10,16,34,34,2,15,20,0,4,40,2,62,8,70,25,0
22/01/2024 22:00:00,Seg,8,34,16,122,72,20,29,34,31,13,19,39,0,5,15,3,35,10,45,0,0
22/01/2024 23:00:00,Seg,7,44,6,121,71,9,10,34,31,2,12,21,40,15,0,2,6,8,14,0,0
23/01/2024 00:00:00,Ter,8,39,6,122,79,19,12,34,24,3,6,15,10,5,15,2,37,9,46,0,0
23/01/2024 01:00:00,Ter,16,33,18,122,71,9,27,33,31,2,19,25,0,4,0,3,21,9,30,0,0
23/01/2024 02:00:00,Ter,6,50,6,120,69,19,12,42,31,2,9,13,0,5,15,2,36,8,44,0,0
23/01/2024 03:00:00,Ter,7,43,6,122,75,9,10,32,31,3,19,13,0,5,0,3,6,10,16,0,0
23/01/2024 04:00:00,Ter,7,20,16,121,69,18,27,34,21,2,6,14,0,4,15,2,36,8,44,0,0
23/01/2024 05:00:00,Ter,8,41,6,122,65,9,12,34,31,12,9,24,0,5,0,3,21,10,31,0,0
23/01/2024 06:00:00,Ter,7,42,12,120,69,19,10,34,31,3,16,13,10,15,15,2,20,8,28,0,0
23/01/2024 07:00:00,Ter,14,32,32,121,78,9,27,33,37,2,9,15,0,4,15,2,35,9,44,0,0
23/01/2024 08:00:00,Ter,16,67,50,121,71,13,16,36,27,3,12,32,40,6,0,3,21,9,30,0,0
23/01/2024 09:00:00,Ter,21,40,66,124,102,24,35,40,53,1,25,31,0,5,15,2,32,2,34,0,0
23/01/2024 10:00:00,Ter,23,62,70,149,95,26,26,53,49,0,31,46,50,6,0,3,17,3,20,0,0
23/01/2024 11:00:00,Ter,34,63,60,123,110,29,39,41,62,10,21,43,0,5,15,2,34,2,36,0,0
23/01/2024 12:00:00,Ter,23,34,68,124,98,23,24,43,55,0,31,50,0,5,0,2,19,2,21,0,0
23/01/2024 13:00:00,Ter,23,64,60,124,100,37,41,44,65,11,18,51,40,16,15,3,18,3,21,0,0
23/01/2024 14:00:00,Ter,22,45,68,126,107,35,28,51,55,1,31,46,10,6,0,2,19,2,21,0,0
23/01/2024 15:00:00,Ter,22,53,58,125,100,37,41,43,68,0,31,51,40,5,15,3,33,3,36,0,0
23/01/2024 16:00:00,Ter,22,43,72,127,114,40,28,40,58,1,21,52,0,5,15,2,33,2,35,0,0
23/01/2024 17:00:00,Ter,20,69,70,126,103,25,39,55,71,13,31,55,40,6,0,3,3,3,6,0,0
23/01/2024 18:00:00,Ter,19,64,60,124,99,34,39,45,49,4,28,52,10,5,0,2,19,4,23,0,0
23/01/2024 19:00:00,Ter,17,57,60,122,80,28,22,52,43,4,15,32,0,16,0,3,21,9,30,0,4
23/01/2024 20:00:00,Ter,10,55,34,122,82,12,18,25,37,5,25,30,0,6,0,2,20,9,29,0,4
23/01/2024 21:00:00,Ter,7,50,20,121,68,18,29,30,37,4,12,43,10,5,0,3,7,9,16,0,3
23/01/2024 22:00:00,Ter,17,42,6,121,69,8,12,30,34,13,22,27,0,5,0,2,20,9,29,0,1
23/01/2024 23:00:00,Ter,7,63,16,120,75,18,12,29,31,4,9,24,0,5,0,2,21,8,29,0,0
24/01/2024 00:00:00,Qua,6,43,6,120,68,9,27,29,31,3,19,34,40,5,25,3,30,10,40,25,0
24/01/2024 01:00:00,Qua,6,40,8,122,66,18,10,20,21,3,9,23,10,14,25,2,45,8,53,25,6
24/01/2024 02:00:00,Qua,6,71,16,120,78,8,12,29,31,3,19,22,0,5,0,3,22,10,32,0,0
24/01/2024 03:00:00,Qua,6,37,6,121,66,17,25,29,28,4,9,31,0,5,0,2,20,8,28,0,0
24/01/2024 04:00:00,Qua,7,25,6,121,66,8,10,29,31,13,9,20,0,4,0,3,5,10,15,0,0
24/01/2024 05:00:00,Qua,8,54,6,120,68,19,10,29,21,3,19,19,0,5,0,2,20,8,28,0,0
24/01/2024 06:00:00,Qua,6,36,22,119,76,8,27,18,28,3,9,18,0,5,0,2,21,9,30,0,0
24/01/2024 07:00:00,Qua,12,47,20,120,65,18,10,30,37,3,16,19,10,4,15,3,21,9,30,0,0
24/01/2024 08:00:00,Qua,18,52,60,120,71,12,14,32,37,4,12,31,0,6,0,2,21,7,28,0,0
24/01/2024 09:00:00,Qua,32,68,54,124,90,23,33,33,40,1,12,41,40,15,0,3,18,3,21,0,0
24/01/2024 10:00:00,Qua,26,45,70,154,101,14,20,41,49,10,31,65,0,6,0,2,20,2,22,0,0
24/01/2024 11:00:00,Qua,25,67,72,126,100,28,39,49,62,0,28,44,50,6,0,2,6,2,8,0,0
24/01/2024 12:00:00,Qua,24,49,62,129,119,36,24,46,52,0,21,50,0,6,0,3,21,3,24,0,1
24/01/2024 13:00:00,Qua,24,61,68,129,97,34,39,35,62,0,31,44,0,5,0,2,18,2,20,0,16
24/01/2024 14:00:00,Qua,21,41,62,128,89,30,18,41,46,10,25,44,40,7,0,3,19,3,22,0,0
24/01/2024 15:00:00,Qua,21,54,54,131,101,30,35,36,59,0,18,40,10,5,0,2,4,2,6,0,0
24/01/2024 16:00:00,Qua,22,67,64,130,94,30,20,53,49,1,28,26,40,16,0,3,18,3,21,0,0
24/01/2024 17:00:00,Qua,21,57,66,126,99,19,35,57,59,13,28,23,0,6,0,2,17,2,19,0,0
24/01/2024 18:00:00,Qua,19,63,58,124,85,30,24,50,49,5,28,34,0,6,0,3,20,5,25,0,0
24/01/2024 19:00:00,Qua,17,91,60,122,84,19,35,53,43,5,15,23,50,5,0,2,6,8,14,0,0
24/01/2024 20:00:00,Qua,12,46,32,123,66,28,14,23,47,5,25,27,0,6,0,2,21,9,30,0,0
24/01/2024 21:00:00,Qua,18,49,20,121,62,16,12,29,24,5,9,15,0,15,0,3,21,9,30,0,0
24/01/2024 22:00:00,Qua,7,45,6,123,73,27,27,30,34,14,22,21,10,5,0,2,21,9,30,0,0
24/01/2024 23:00:00,Qua,7,29,8,121,62,15,10,30,34,4,9,27,0,4,0,3,7,9,16,0,0
25/01/2024 00:00:00,Qui,7,46,16,120,60,25,10,18,34,3,19,14,0,5,0,2,21,9,30,0,0
25/01/2024 01:00:00,Qui,6,41,6,121,72,15,25,30,31,3,9,14,0,5,0,3,21,9,30,0,0
25/01/2024 02:00:00,Qui,6,43,6,120,63,25,10,29,18,4,19,23,0,4,0,2,21,8,29,0,0
25/01/2024 03:00:00,Qui,5,43,18,121,59,13,10,29,31,3,9,12,50,5,0,2,7,9,16,0,0
25/01/2024 04:00:00,Qui,6,41,6,121,70,15,25,30,31,13,19,14,0,14,0,3,21,9,30,0,0
25/01/2024 05:00:00,Qui,7,41,6,121,62,25,10,20,31,4,9,23,0,5,0,2,21,9,30,0,0
25/01/2024 06:00:00,Qui,7,40,20,121,63,14,10,30,18,3,6,13,0,5,0,3,6,9,15,0,0
25/01/2024 07:00:00,Qui,21,43,22,119,69,25,25,30,37,3,19,15,0,4,0,2,22,9,31,0,0
25/01/2024 08:00:00,Qui,12,37,48,121,66,17,16,33,37,4,12,30,10,6,0,3,20,9,29,0,0
25/01/2024 09:00:00,Qui,21,38,62,122,76,24,18,34,40,2,25,25,40,5,0,2,18,2,20,0,0
25/01/2024 10:00:00,Qui,23,72,70,148,93,28,35,38,49,10,18,41,0,6,0,2,4,2,6,0,0
25/01/2024 11:00:00,Qui,23,56,62,125,88,23,26,38,62,0,28,36,40,15,0,3,22,3,25,0,0
25/01/2024 12:00:00,Qui,23,36,68,124,94,36,39,34,55,0,28,39,10,5,0,2,19,2,21,0,0
25/01/2024 13:00:00,Qui,20,67,60,125,102,34,39,41,62,0,28,41,40,6,0,3,3,3,6,0,0
25/01/2024 14:00:00,Qui,20,59,68,126,88,34,22,32,62,0,21,43,0,6,0,2,20,2,22,0,0
25/01/2024 15:00:00,Qui,20,35,58,126,98,31,39,36,58,10,28,34,50,5,0,3,19,3,22,0,0
25/01/2024 16:00:00,Qui,21,79,70,127,94,33,26,44,68,0,31,54,0,6,0,2,19,2,21,0,0
25/01/2024 17:00:00,Qui,20,56,70,127,96,18,41,54,55,1,18,53,40,15,0,3,3,3,6,0,0
25/01/2024 18:00:00,Qui,30,45,60,125,86,25,22,45,62,4,31,49,0,6,0,2,19,4,23,0,0
25/01/2024 19:00:00,Qui,17,77,58,124,87,15,20,47,46,3,25,39,10,5,0,2,21,9,30,0,0
25/01/2024 20:00:00,Qui,10,38,32,122,69,20,29,36,40,12,12,20,0,6,0,3,21,9,30,0,0
25/01/2024 21:00:00,Qui,7,46,22,120,65,8,12,31,31,3,22,34,0,5,0,2,6,8,14,0,0
25/01/2024 22:00:00,Qui,6,35,8,120,75,18,27,32,34,2,12,22,10,15,0,3,22,10,32,0,0
25/01/2024 23:00:00,Qui,6,53,6,120,63,8,10,22,31,3,19,22,40,5,25,2,45,8,53,25,6
26/01/2024 00:00:00,Sex,7,35,18,118,65,17,10,31,21,2,9,28,0,5,25,2,48,9,57,25,5
26/01/2024 01:00:00,Sex,5,44,8,119,76,8,25,31,31,2,19,17,0,4,25,3,30,9,39,25,0
26/01/2024 02:00:00,Sex,6,53,8,119,62,18,10,31,31,13,6,17,0,5,0,2,21,9,30,0,0
26/01/2024 03:00:00,Sex,6,32,16,119,66,8,10,21,31,2,9,26,10,5,0,3,21,9,30,0,0
26/01/2024 04:00:00,Sex,6,33,8,118,63,18,25,31,18,2,19,17,0,5,0,2,5,9,14,0,0
26/01/2024 05:00:00,Sex,7,40,6,119,72,8,10,31,31,3,9,17,0,14,0,3,22,9,31,0,0
26/01/2024 06:00:00,Sex,17,32,22,116,63,8,10,31,28,2,16,25,0,5,0,2,19,9,28,0,0
26/01/2024 07:00:00,Sex,12,50,22,119,62,18,10,22,37,2,9,18,0,5,0,2,20,8,28,0,0
26/01/2024 08:00:00,Sex,13,48,58,118,78,13,29,35,37,13,12,22,50,5,0,3,5,9,14,0,0
26/01/2024 09:00:00,Sex,21,53,52,120,74,23,18,35,40,1,25,35,0,6,0,2,32,2,34,0,0
26/01/2024 10:00:00,Sex,21,41,72,148,98,13,37,37,49,0,28,38,40,5,0,3,18,3,21,0,0
26/01/2024 11:00:00,Sex,22,42,62,129,83,24,22,47,62,0,21,37,10,16,0,2,2,2,4,0,0
26/01/2024 12:00:00,Sex,21,65,72,128,101,26,39,31,58,0,31,29,40,6,0,2,18,2,20,0,0
26/01/2024 13:00:00,Sex,19,70,68,126,88,14,22,24,62,0,31,23,0,5,0,3,18,3,21,0,0
26/01/2024 14:00:00,Sex,19,47,58,129,85,21,37,32,49,10,18,13,40,6,0,2,19,2,21,0,0
26/01/2024 15:00:00,Sex,30,62,64,124,96,12,18,23,56,0,28,20,10,6,0,3,3,3,6,0,0
26/01/2024 16:00:00,Sex,21,38,62,126,95,21,37,30,46,0,28,28,40,6,0,2,19,2,21,0,0
26/01/2024 17:00:00,Sex,20,49,52,124,85,21,20,46,59,1,15,34,0,15,0,2,19,2,21,0,0
26/01/2024 18:00:00,Sex,15,70,60,124,77,12,33,38,43,3,28,29,10,6,0,3,19,5,24,0,4
26/01/2024 19:00:00,Sex,16,49,44,122,84,21,16,37,46,3,22,25,0,6,0,2,5,8,13,0,2
26/01/2024 20:00:00,Sex,8,47,42,122,69,10,12,30,40,12,12,14,0,5,25,2,44,9,53,25,0
26/01/2024 21:00:00,Sex,7,50,12,122,72,19,27,27,37,3,19,11,40,5,0,3,20,9,29,0,2
26/01/2024 22:00:00,Sex,6,41,16,122,66,9,10,27,34,2,9,12,10,15,0,2,19,9,28,0,11
26/01/2024 23:00:00,Sex,6,31,8,121,62,9,10,27,34,2,19,21,0,5,50,3,56,9,65,50,12
27/01/2024 00:00:00,Sab,5,40,6,121,73,18,23,18,37,2,9,11,0,5,25,2,44,9,53,25,1
27/01/2024 01:00:00,Sab,6,29,18,120,60,7,10,28,34,2,9,10,0,5,0,2,20,8,28,0,0
27/01/2024 02:00:00,Sab,15,38,6,120,62,18,10,28,21,3,16,21,0,4,15,3,20,10,30,0,0
27/01/2024 03:00:00,Sab,6,46,8,120,60,8,10,29,34,12,9,10,10,5,0,2,19,8,27,0,0
27/01/2024 04:00:00,Sab,5,26,16,120,69,18,25,18,31,2,19,9,0,5,0,2,21,9,30,0,0
27/01/2024 05:00:00,Sab,6,26,8,120,63,8,10,28,31,2,6,10,0,5,0,3,19,9,28,0,0
27/01/2024 06:00:00,Sab,6,35,8,120,59,18,10,28,24,3,9,19,0,15,0,2,5,9,14,0,0
27/01/2024 07:00:00,Sab,6,46,18,119,70,8,10,28,31,2,16,10,40,4,0,3,19,9,28,0,0
27/01/2024 08:00:00,Sab,6,20,8,119,62,8,25,18,28,2,9,9,0,5,0,2,20,8,28,0,0
27/01/2024 09:00:00,Sab,4,43,6,119,60,17,8,27,31,1,19,9,10,5,0,2,17,2,19,0,0
27/01/2024 10:00:00,Sab,4,32,18,119,59,10,12,24,31,10,6,17,0,5,0,3,2,3,5,0,0
27/01/2024 11:00:00,Sab,3,15,6,119,73,18,25,18,31,0,9,11,0,5,0,2,16,2,18,0,0
27/01/2024 12:00:00,Sab,5,42,8,120,59,8,10,17,24,0,19,5,0,5,0,2,17,2,19,0,0
27/01/2024 13:00:00,Sab,14,13,16,120,63,8,10,6,31,0,6,14,0,5,0,3,1,3,4,0,5
27/01/2024 14:00:00,Sab,4,22,8,121,59,19,10,15,34,0,9,4,10,5,0,2,17,2,19,0,0
27/01/2024 15:00:00,Sab,4,43,8,121,73,8,25,16,34,0,19,3,0,15,0,3,16,3,19,0,0
27/01/2024 16:00:00,Sab,3,23,16,121,59,8,10,18,34,0,9,6,0,5,25,2,42,2,44,25,0
27/01/2024 17:00:00,Sab,4,25,8,120,60,19,10,26,37,0,16,19,0,5,25,2,26,2,28,25,0
27/01/2024 18:00:00,Sab,4,45,16,120,62,8,10,30,34,2,9,11,40,5,0,3,18,4,22,0,0
27/01/2024 19:00:00,Sab,5,44,8,119,70,18,27,31,34,12,9,12,10,5,25,2,45,9,54,25,0
27/01/2024 20:00:00,Sab,5,29,6,120,59,8,10,20,34,3,19,21,0,5,0,2,21,8,29,0,0
27/01/2024 21:00:00,Sab,5,40,18,120,60,8,10,30,37,2,9,12,0,5,0,3,4,10,14,0,0
27/01/2024 22:00:00,Sab,6,30,6,145,70,18,10,30,24,2,9,13,0,14,0,2,19,8,27,0,0
27/01/2024 23:00:00,Sab,5,41,8,118,59,8,25,29,34,3,19,21,10,5,0,3,21,10,31,0,0
28/01/2024 00:00:00,Dom,5,28,16,120,57,18,10,29,31,2,9,12,0,5,25,2,29,8,37,25,0
28/01/2024 01:00:00,Dom,6,40,8,118,69,8,10,19,34,2,16,14,0,4,0,2,20,9,29,0,0
28/01/2024 02:00:00,Dom,5,38,6,118,60,17,10,29,24,12,9,22,0,5,0,3,19,9,28,0,0
28/01/2024 03:00:00,Dom,16,39,18,118,56,8,25,28,31,2,9,11,0,5,0,2,20,9,29,0,0
28/01/2024 04:00:00,Dom,6,27,6,117,60,17,10,29,31,3,19,9,50,4,0,2,5,8,13,0,0
28/01/2024 05:00:00,Dom,5,40,8,117,66,8,10,30,34,2,9,10,0,5,0,3,20,10,30,0,0
28/01/2024 06:00:00,Dom,6,26,16,118,60,8,25,20,21,2,16,19,0,15,0,2,19,8,27,0,0
28/01/2024 07:00:00,Dom,6,16,8,117,59,18,10,30,31,2,9,12,0,4,0,3,5,10,15,0,0
28/01/2024 08:00:00,Dom,5,49,6,117,70,8,10,31,31,2,9,11,0,5,0,2,19,7,26,0,0
28/01/2024 09:00:00,Dom,4,23,16,117,56,18,8,29,31,1,19,11,0,5,0,2,32,2,34,0,0
28/01/2024 10:00:00,Dom,4,21,6,115,60,8,25,18,31,10,6,19,10,5,0,3,16,3,19,0,0
28/01/2024 11:00:00,Dom,4,49,4,119,60,8,10,22,21,0,9,7,0,4,0,2,2,2,4,0,0
28/01/2024 12:00:00,Dom,4,23,16,119,69,19,10,19,34,0,19,4,0,5,25,2,42,2,44,25,23
28/01/2024 13:00:00,Dom,5,30,6,120,60,8,12,16,31,0,9,13,0,5,0,3,16,3,19,0,3
28/01/2024 14:00:00,Dom,14,19,6,121,62,19,25,4,34,0,9,2,0,5,25,2,27,2,29,25,0
28/01/2024 15:00:00,Dom,3,11,14,122,60,10,10,19,34,0,19,5,40,15,0,3,16,3,19,0,9
28/01/2024 16:00:00,Dom,4,21,6,119,72,9,10,23,31,0,9,17,10,4,0,2,17,2,19,0,11
28/01/2024 17:00:00,Dom,4,42,6,121,60,19,12,26,34,0,19,12,0,5,0,2,16,2,18,0,11
28/01/2024 18:00:00,Dom,4,25,16,122,62,9,25,29,34,12,9,12,0,5,0,3,4,5,9,0,19
28/01/2024 19:00:00,Dom,5,41,8,119,63,20,12,20,34,3,9,23,0,5,25,2,44,8,52,25,0
28/01/2024 20:00:00,Dom,5,49,6,122,69,8,12,31,21,2,19,13,10,5,0,2,20,9,29,0,0
