Data e hora,Dia da Semana,Administracao (A),Aulas (B),Biblioteca (C),CICA (D),Quimica (E),Minas e Metalurgia (F),Civil (G),Civil Norte (H),Electrotecnia (I),Electrotecnia Norte (J),Mecanica (L),Mecanica Norte (M),Cafetaria (O),Auditorio,Bombas de Rega,Bombas,Outros PT1,Outros PT3,Total Outros,Carregador Veiculos Eletricos I,Carregador Veiculos Eletricos II
28/01/2024 21:00:00,Dom,5,21,18,119,60,8,10,30,34,2,9,13,0,15,0,3,19,9,28,0,0
28/01/2024 22:00:00,Dom,5,52,6,121,59,18,25,31,31,3,9,23,0,5,0,2,5,9,14,0,0
28/01/2024 23:00:00,Dom,5,32,6,121,70,7,10,19,31,2,19,12,0,4,0,2,20,8,28,0,0
29/01/2024 00:00:00,Seg,5,31,18,119,56,18,10,29,24,2,9,11,0,5,0,3,20,10,30,0,0
29/01/2024 01:00:00,Seg,5,41,6,121,60,8,25,30,28,2,16,21,50,5,0,2,4,8,12,0,0
29/01/2024 02:00:00,Seg,15,44,8,119,66,18,10,31,31,12,9,11,0,4,0,3,20,10,30,0,0
29/01/2024 03:00:00,Seg,5,39,16,121,60,6,10,30,31,2,9,9,0,3,0,2,21,8,29,0,0
29/01/2024 04:00:00,Seg,6,40,8,120,59,8,25,20,31,2,19,10,0,3,0,2,20,9,29,0,0
29/01/2024 05:00:00,Seg,5,27,6,120,57,18,8,30,21,2,6,20,0,13,25,3,29,9,38,25,0
29/01/2024 06:00:00,Seg,6,38,20,119,69,8,10,31,28,2,19,9,10,3,0,2,20,9,29,0,0
29/01/2024 07:00:00,Seg,10,20,22,118,60,18,10,29,37,2,9,12,0,3,0,2,19,8,27,0,0
29/01/2024 08:00:00,Seg,12,61,58,120,65,11,29,35,37,13,9,23,0,4,0,3,5,8,13,0,0
29/01/2024 09:00:00,Seg,14,68,50,118,93,21,16,38,43,0,28,19,40,5,0,2,18,2,20,0,0
29/01/2024 10:00:00,Seg,18,66,70,124,97,15,37,39,59,0,28,35,10,3,0,3,19,3,22,0,0
29/01/2024 11:00:00,Seg,20,33,72,126,113,27,22,36,52,0,21,36,40,3,0,2,36,2,38,0,15
29/01/2024 12:00:00,Seg,20,50,56,126,100,22,41,37,68,0,31,38,0,4,0,2,6,2,8,0,0
29/01/2024 13:00:00,Seg,18,50,70,126,114,33,22,38,52,0,28,35,40,13,0,3,17,3,20,0,0
29/01/2024 14:00:00,Seg,27,44,52,125,94,20,35,26,56,10,18,36,10,4,0,2,20,2,22,0,0
29/01/2024 15:00:00,Seg,16,45,62,150,104,31,18,31,49,0,28,41,40,3,0,2,20,2,22,0,0
29/01/2024 16:00:00,Seg,18,38,62,124,94,33,37,37,65,0,25,45,0,4,0,3,3,3,6,0,0
29/01/2024 17:00:00,Seg,18,47,52,125,111,18,22,50,49,1,28,50,40,3,0,2,18,2,20,0,0
29/01/2024 18:00:00,Seg,17,69,62,123,88,29,33,44,56,2,18,51,10,4,0,3,19,4,23,0,0
29/01/2024 19:00:00,Seg,15,37,56,122,85,28,20,39,43,4,22,34,0,15,0,2,21,9,30,0,0
29/01/2024 20:00:00,Seg,7,48,34,120,68,17,33,33,37,13,22,38,0,5,0,2,5,8,13,0,0
29/01/2024 21:00:00,Seg,6,48,12,121,68,24,12,19,37,3,15,25,10,6,25,3,45,10,55,25,0
29/01/2024 22:00:00,Seg,6,47,18,120,76,14,12,31,34,2,12,25,0,5,15,2,35,8,43,0,0
29/01/2024 23:00:00,Seg,7,36,10,121,68,25,25,29,34,2,22,33,0,5,0,2,20,9,29,0,0
30/01/2024 00:00:00,Ter,6,48,8,121,66,14,12,29,24,3,9,23,40,15,0,3,6,9,15,0,0
30/01/2024 01:00:00,Ter,15,20,18,120,65,25,10,20,34,2,19,22,10,5,0,2,20,9,29,0,0
30/01/2024 02:00:00,Ter,6,45,8,120,76,15,27,29,34,12,9,32,0,5,0,3,19,9,28,0,1
30/01/2024 03:00:00,Ter,5,41,10,118,63,23,10,29,31,2,19,22,0,3,0,2,5,9,14,0,12
30/01/2024 04:00:00,Ter,6,19,18,119,65,15,10,31,31,2,9,21,0,3,0,2,21,8,29,0,0
30/01/2024 05:00:00,Ter,6,39,8,120,76,25,25,20,24,3,6,21,0,3,0,3,19,10,29,0,0
30/01/2024 06:00:00,Ter,6,40,10,118,62,13,10,30,31,2,19,22,10,3,0,2,21,8,29,0,0
30/01/2024 07:00:00,Ter,10,51,26,119,66,25,10,29,37,2,9,32,0,3,0,3,4,10,14,0,0
30/01/2024 08:00:00,Ter,15,36,50,120,81,19,29,35,37,2,22,24,40,16,0,2,21,6,27,0,0
30/01/2024 09:00:00,Ter,19,56,64,121,82,19,18,41,43,11,15,46,0,7,0,2,18,2,20,0,0
30/01/2024 10:00:00,Ter,21,29,68,122,100,30,24,41,59,0,31,63,10,6,25,3,30,3,33,25,0
30/01/2024 11:00:00,Ter,30,60,58,125,110,32,39,48,55,0,18,55,40,6,0,2,20,2,22,0,0
30/01/2024 12:00:00,Ter,20,50,70,124,110,34,41,39,65,0,31,51,0,6,0,3,20,3,23,0,0
30/01/2024 13:00:00,Ter,19,39,60,125,107,22,24,36,65,10,28,38,40,16,0,2,19,2,21,0,0
30/01/2024 14:00:00,Ter,17,49,64,126,91,31,33,39,49,0,28,40,10,5,0,2,5,2,7,0,0
30/01/2024 15:00:00,Ter,18,47,62,127,100,34,20,43,59,0,18,44,40,6,0,3,19,3,22,0,0
30/01/2024 16:00:00,Ter,19,37,54,150,108,33,37,38,52,0,31,56,0,5,0,2,18,2,20,0,0
30/01/2024 17:00:00,Ter,18,41,66,124,94,16,22,42,59,13,28,48,0,5,0,2,19,2,21,0,0
30/01/2024 18:00:00,Ter,15,48,62,125,96,28,33,51,43,3,25,39,10,6,0,3,3,4,7,0,0
30/01/2024 19:00:00,Ter,14,65,48,123,68,18,18,41,40,4,15,20,40,15,0,2,20,9,29,0,0
30/01/2024 20:00:00,Ter,7,59,44,122,75,22,16,39,47,4,22,15,0,6,25,3,45,9,54,25,0
30/01/2024 21:00:00,Ter,6,48,10,122,63,8,31,36,24,2,15,25,10,5,0,2,20,9,29,0,0
30/01/2024 22:00:00,Ter,16,49,18,121,62,19,12,36,34,3,25,13,0,4,0,2,5,8,13,0,0
30/01/2024 23:00:00,Ter,6,28,8,121,73,8,25,34,34,12,12,12,0,5,25,3,44,10,54,25,0
31/01/2024 00:00:00,Qua,6,46,6,121,62,18,12,35,31,2,19,23,0,5,0,2,20,8,28,0,0
31/01/2024 01:00:00,Qua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0
31/01/2024 02:00:00,Qua,5,45,18,122,59,9,25,34,31,3,9,11,40,5,0,2,6,8,14,0,3
31/01/2024 03:00:00,Qua,5,42,6,119,73,18,12,35,31,2,19,12,0,5,0,2,19,9,28,0,0
31/01/2024 04:00:00,Qua,6,33,8,121,60,8,10,35,31,2,9,20,0,4,0,3,19,9,28,0,0
31/01/2024 05:00:00,Qua,6,31,16,120,59,18,10,35,21,12,9,11,0,5,0,2,5,9,14,0,0
31/01/2024 06:00:00,Qua,6,40,14,121,73,8,25,35,31,2,19,11,10,4,0,2,20,8,28,0,0
31/01/2024 07:00:00,Qua,10,42,30,118,59,19,12,35,37,2,9,11,0,5,0,3,20,10,30,0,0
31/01/2024 08:00:00,Qua,12,49,50,121,68,12,14,38,37,3,22,25,0,6,0,2,19,6,25,0,0
31/01/2024 09:00:00,Qua,24,37,62,124,84,0,33,38,43,0,15,40,40,15,0,3,17,3,20,0,0
31/01/2024 10:00:00,Qua,19,50,56,126,92,0,20,37,46,0,28,42,10,5,0,2,17,2,19,0,0
31/01/2024 11:00:00,Qua,20,50,68,129,104,16,37,35,62,10,31,39,0,6,0,2,18,2,20,0,0
31/01/2024 12:00:00,Qua,19,52,58,128,100,25,24,44,65,0,21,36,40,5,0,3,19,3,22,0,0
31/01/2024 13:00:00,Qua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/01/2024 14:00:00,Qua,37,81,126,256,196,49,55,65,105,0,56,60,50,11,0,5,21,5,26,0,0
31/01/2024 15:00:00,Qua,21,56,52,126,91,24,31,44,49,0,31,43,0,15,25,2,44,2,46,25,0
31/01/2024 16:00:00,Qua,19,58,64,126,98,13,20,39,56,10,28,45,0,6,40,2,59,2,61,25,4
31/01/2024 17:00:00,Qua,20,33,60,153,85,22,33,42,49,1,18,51,40,5,0,3,5,3,8,0,3
31/01/2024 18:00:00,Qua,16,56,50,126,87,10,16,41,56,3,25,49,10,6,0,2,21,3,24,0,0
31/01/2024 19:00:00,Qua,15,61,52,124,72,22,31,37,37,3,25,36,0,5,0,3,20,9,29,0,0
31/01/2024 20:00:00,Qua,18,48,32,123,75,10,14,42,37,13,12,32,0,16,0,2,22,9,31,0,0
31/01/2024 21:00:00,Qua,6,28,22,122,68,19,14,30,34,3,19,19,0,5,0,2,7,8,15,0,0
31/01/2024 22:00:00,Qua,5,47,8,120,66,9,25,29,34,2,9,29,50,4,25,3,45,10,55,25,13
31/01/2024 23:00:00,Qua,6,47,8,121,66,19,10,28,34,2,9,19,0,5,0,2,19,8,27,0,0
01/02/2024 00:00:00,Qui,6,37,18,120,75,7,12,19,34,3,19,29,0,5,0,3,7,10,17,0,0
