Datetime (UTC),Carbon Intensity gCO₂eq/kWh (direct)
23/04/2024 10:00:00,34.03
23/04/2024 11:00:00,34.21
23/04/2024 12:00:00,33.21
23/04/2024 13:00:00,31.94
23/04/2024 14:00:00,33.22
23/04/2024 15:00:00,32.47
23/04/2024 16:00:00,33.22
23/04/2024 17:00:00,36.24
23/04/2024 18:00:00,60.46
23/04/2024 19:00:00,84.4
23/04/2024 20:00:00,96.86
23/04/2024 21:00:00,114.57
23/04/2024 22:00:00,120.08
23/04/2024 23:00:00,132.45
24/04/2024 00:00:00,157.47
24/04/2024 01:00:00,163.44
24/04/2024 02:00:00,167.42
24/04/2024 03:00:00,175.9
24/04/2024 04:00:00,178.5
24/04/2024 05:00:00,176.31
24/04/2024 06:00:00,177.13
24/04/2024 07:00:00,168.41
24/04/2024 08:00:00,139.75
24/04/2024 09:00:00,128.41
24/04/2024 10:00:00,128.72
24/04/2024 11:00:00,117.54
24/04/2024 12:00:00,115.08
24/04/2024 13:00:00,121.24
24/04/2024 14:00:00,119.16
24/04/2024 15:00:00,116.11
24/04/2024 16:00:00,116.16
24/04/2024 17:00:00,145.38
24/04/2024 18:00:00,170.7
24/04/2024 19:00:00,174.16
24/04/2024 20:00:00,173.39
24/04/2024 21:00:00,189.38
24/04/2024 22:00:00,200.3
24/04/2024 23:00:00,209.84
25/04/2024 00:00:00,212.6
25/04/2024 01:00:00,201.8
25/04/2024 02:00:00,189.32
25/04/2024 03:00:00,173.95
25/04/2024 04:00:00,179.57
25/04/2024 05:00:00,163.75
25/04/2024 06:00:00,167.1
25/04/2024 07:00:00,141.57
25/04/2024 08:00:00,111.18
25/04/2024 09:00:00,111.02
25/04/2024 10:00:00,107.58
25/04/2024 11:00:00,117.08
25/04/2024 12:00:00,111.31
25/04/2024 13:00:00,104.33
25/04/2024 14:00:00,96.12
25/04/2024 15:00:00,96.63
25/04/2024 16:00:00,111.71
25/04/2024 17:00:00,144.04
25/04/2024 18:00:00,168.97
25/04/2024 19:00:00,175.78
25/04/2024 20:00:00,183.45
25/04/2024 21:00:00,199.89
25/04/2024 22:00:00,213.29
25/04/2024 23:00:00,229.69
26/04/2024 00:00:00,243.37
26/04/2024 01:00:00,247.33
26/04/2024 02:00:00,252.18
26/04/2024 03:00:00,261.08
26/04/2024 04:00:00,257.87
26/04/2024 05:00:00,221.27
26/04/2024 06:00:00,201.98
26/04/2024 07:00:00,198.95
26/04/2024 08:00:00,171.31
26/04/2024 09:00:00,165.07
26/04/2024 10:00:00,153.33
26/04/2024 11:00:00,145.43
26/04/2024 12:00:00,143.67
26/04/2024 13:00:00,141.0
26/04/2024 14:00:00,130.27
26/04/2024 15:00:00,145.04
26/04/2024 16:00:00,158.55
26/04/2024 17:00:00,191.52
26/04/2024 18:00:00,194.12
26/04/2024 19:00:00,174.26
26/04/2024 20:00:00,197.47
26/04/2024 21:00:00,222.69
26/04/2024 22:00:00,233.03
26/04/2024 23:00:00,239.23
27/04/2024 00:00:00,246.74
27/04/2024 01:00:00,249.36
27/04/2024 02:00:00,258.43
27/04/2024 03:00:00,260.38
27/04/2024 04:00:00,240.67
27/04/2024 05:00:00,189.66
27/04/2024 06:00:00,177.08
27/04/2024 07:00:00,192.78
27/04/2024 08:00:00,156.52
27/04/2024 09:00:00,139.38
27/04/2024 10:00:00,138.73
27/04/2024 11:00:00,142.04
27/04/2024 12:00:00,145.12
27/04/2024 13:00:00,149.11
27/04/2024 14:00:00,150.14
27/04/2024 15:00:00,163.81
27/04/2024 16:00:00,172.78
27/04/2024 17:00:00,186.79
27/04/2024 18:00:00,180.95
27/04/2024 19:00:00,183.15
27/04/2024 20:00:00,193.46
27/04/2024 21:00:00,202.97
27/04/2024 22:00:00,205.42
27/04/2024 23:00:00,207.36
28/04/2024 00:00:00,214.05
28/04/2024 01:00:00,219.95
28/04/2024 02:00:00,216.92
28/04/2024 03:00:00,223.06
28/04/2024 04:00:00,233.48
28/04/2024 05:00:00,212.76
28/04/2024 06:00:00,203.49
28/04/2024 07:00:00,192.04
28/04/2024 08:00:00,171.19
28/04/2024 09:00:00,153.21
28/04/2024 10:00:00,142.95
28/04/2024 11:00:00,133.08
28/04/2024 12:00:00,126.48
28/04/2024 13:00:00,122.41
28/04/2024 14:00:00,123.46
28/04/2024 15:00:00,134.52
28/04/2024 16:00:00,146.64
28/04/2024 17:00:00,157.28
28/04/2024 18:00:00,137.69
28/04/2024 19:00:00,132.46
28/04/2024 20:00:00,132.13
28/04/2024 21:00:00,136.93
28/04/2024 22:00:00,143.39
28/04/2024 23:00:00,140.63
29/04/2024 00:00:00,158.74
29/04/2024 01:00:00,170.62
29/04/2024 02:00:00,164.8
29/04/2024 03:00:00,154.99
29/04/2024 04:00:00,243.09
29/04/2024 05:00:00,150.81
29/04/2024 06:00:00,145.4
29/04/2024 07:00:00,145.5
29/04/2024 08:00:00,118.07
29/04/2024 09:00:00,97.87
29/04/2024 10:00:00,69.81
29/04/2024 11:00:00,58.31
29/04/2024 12:00:00,54.22
29/04/2024 13:00:00,51.43
29/04/2024 14:00:00,49.06
29/04/2024 15:00:00,48.99
29/04/2024 16:00:00,50.24
29/04/2024 17:00:00,63.11
29/04/2024 18:00:00,81.45
29/04/2024 19:00:00,85.88
29/04/2024 20:00:00,82.49
29/04/2024 21:00:00,83.12
29/04/2024 22:00:00,75.4
29/04/2024 23:00:00,60.41
30/04/2024 00:00:00,66.35
30/04/2024 01:00:00,68.74
30/04/2024 02:00:00,67.63
30/04/2024 03:00:00,71.66
30/04/2024 04:00:00,78.96
30/04/2024 05:00:00,85.2
30/04/2024 06:00:00,79.13
30/04/2024 07:00:00,74.59
30/04/2024 08:00:00,60.65
30/04/2024 09:00:00,55.75
30/04/2024 10:00:00,52.46
30/04/2024 11:00:00,53.92
30/04/2024 12:00:00,52.93
30/04/2024 13:00:00,46.1
30/04/2024 14:00:00,45.73
30/04/2024 15:00:00,44.78
30/04/2024 16:00:00,44.82
30/04/2024 17:00:00,61.28
30/04/2024 18:00:00,82.48
30/04/2024 19:00:00,85.28
30/04/2024 20:00:00,84.05
30/04/2024 21:00:00,91.39
30/04/2024 22:00:00,94.78
30/04/2024 23:00:00,107.1
01/05/2024 00:00:00,120.83
01/05/2024 01:00:00,132.24
01/05/2024 02:00:00,138.9
01/05/2024 03:00:00,136.15
01/05/2024 04:00:00,139.24
01/05/2024 05:00:00,130.93
01/05/2024 06:00:00,122.09
01/05/2024 07:00:00,96.53
01/05/2024 08:00:00,81.49
01/05/2024 09:00:00,93.74
01/05/2024 10:00:00,96.88
01/05/2024 11:00:00,95.54
01/05/2024 12:00:00,94.6
01/05/2024 13:00:00,97.69
01/05/2024 14:00:00,91.08
01/05/2024 15:00:00,91.81
01/05/2024 16:00:00,91.13
01/05/2024 17:00:00,107.03
01/05/2024 18:00:00,157.04
01/05/2024 19:00:00,166.94
01/05/2024 20:00:00,171.53
01/05/2024 21:00:00,186.98
01/05/2024 22:00:00,192.39
01/05/2024 23:00:00,196.91
02/05/2024 00:00:00,202.46
02/05/2024 01:00:00,200.9
02/05/2024 02:00:00,199.0
02/05/2024 03:00:00,202.3
02/05/2024 04:00:00,217.71
02/05/2024 05:00:00,205.4
02/05/2024 06:00:00,182.21
02/05/2024 07:00:00,159.14
02/05/2024 08:00:00,141.26
02/05/2024 09:00:00,144.49
02/05/2024 10:00:00,143.76
02/05/2024 11:00:00,133.91
02/05/2024 12:00:00,137.56
02/05/2024 13:00:00,142.6
02/05/2024 14:00:00,147.13
02/05/2024 15:00:00,152.08
02/05/2024 16:00:00,168.49
02/05/2024 17:00:00,184.08
02/05/2024 18:00:00,179.95
02/05/2024 19:00:00,188.23
02/05/2024 20:00:00,199.32
02/05/2024 21:00:00,198.28
02/05/2024 22:00:00,180.5
02/05/2024 23:00:00,166.96
03/05/2024 00:00:00,166.15
03/05/2024 01:00:00,157.54
03/05/2024 02:00:00,159.15
03/05/2024 03:00:00,166.63
03/05/2024 04:00:00,166.99
03/05/2024 05:00:00,153.38
03/05/2024 06:00:00,145.67
03/05/2024 07:00:00,144.82
03/05/2024 08:00:00,102.01
03/05/2024 09:00:00,67.32
03/05/2024 10:00:00,68.63
03/05/2024 11:00:00,58.36
03/05/2024 12:00:00,62.46
03/05/2024 13:00:00,66.21
03/05/2024 14:00:00,68.11
03/05/2024 15:00:00,67.39
03/05/2024 16:00:00,59.32
03/05/2024 17:00:00,75.03
03/05/2024 18:00:00,107.87
03/05/2024 19:00:00,113.17
03/05/2024 20:00:00,114.31
03/05/2024 21:00:00,117.96
03/05/2024 22:00:00,124.98
03/05/2024 23:00:00,118.41
04/05/2024 00:00:00,117.4
04/05/2024 01:00:00,118.77
04/05/2024 02:00:00,123.47
04/05/2024 03:00:00,137.04
04/05/2024 04:00:00,157.26
04/05/2024 05:00:00,152.81
04/05/2024 06:00:00,151.46
04/05/2024 07:00:00,138.48
04/05/2024 08:00:00,112.22
04/05/2024 09:00:00,96.07
04/05/2024 10:00:00,87.29
04/05/2024 11:00:00,81.97
04/05/2024 12:00:00,78.48
04/05/2024 13:00:00,81.36
04/05/2024 14:00:00,72.61
04/05/2024 15:00:00,78.89
04/05/2024 16:00:00,93.8
04/05/2024 17:00:00,121.19
04/05/2024 18:00:00,160.4
04/05/2024 19:00:00,156.2
04/05/2024 20:00:00,177.04
04/05/2024 21:00:00,189.16
04/05/2024 22:00:00,196.59
04/05/2024 23:00:00,205.14
05/05/2024 00:00:00,210.74
05/05/2024 01:00:00,214.01
05/05/2024 02:00:00,212.46
05/05/2024 03:00:00,216.02
05/05/2024 04:00:00,215.49
05/05/2024 05:00:00,197.12
05/05/2024 06:00:00,203.65
05/05/2024 07:00:00,180.91
05/05/2024 08:00:00,160.42
05/05/2024 09:00:00,153.23
05/05/2024 10:00:00,144.6
05/05/2024 11:00:00,137.43
05/05/2024 12:00:00,128.13
05/05/2024 13:00:00,126.04
05/05/2024 14:00:00,126.03
05/05/2024 15:00:00,132.49
05/05/2024 16:00:00,143.08
05/05/2024 17:00:00,158.26
05/05/2024 18:00:00,168.32
05/05/2024 19:00:00,157.98
05/05/2024 20:00:00,167.6
05/05/2024 21:00:00,161.05
05/05/2024 22:00:00,169.26
05/05/2024 23:00:00,174.82
06/05/2024 00:00:00,175.33
06/05/2024 01:00:00,191.01
06/05/2024 02:00:00,197.88
06/05/2024 03:00:00,189.15
06/05/2024 04:00:00,193.19
06/05/2024 05:00:00,188.55
06/05/2024 06:00:00,159.86
06/05/2024 07:00:00,129.9
06/05/2024 08:00:00,112.5
06/05/2024 09:00:00,106.89
06/05/2024 10:00:00,98.87
06/05/2024 11:00:00,98.81
06/05/2024 12:00:00,100.24
06/05/2024 13:00:00,103.36
06/05/2024 14:00:00,101.84
06/05/2024 15:00:00,100.63
06/05/2024 16:00:00,103.6
06/05/2024 17:00:00,112.73
06/05/2024 18:00:00,121.02
06/05/2024 19:00:00,120.81
06/05/2024 20:00:00,125.17
06/05/2024 21:00:00,133.73
06/05/2024 22:00:00,134.64
06/05/2024 23:00:00,124.55
07/05/2024 00:00:00,128.79
07/05/2024 01:00:00,132.73
07/05/2024 02:00:00,135.41
07/05/2024 03:00:00,139.47
07/05/2024 04:00:00,140.09
07/05/2024 05:00:00,140.57
07/05/2024 06:00:00,128.71
07/05/2024 07:00:00,94.95
07/05/2024 08:00:00,68.24
07/05/2024 09:00:00,54.25
07/05/2024 10:00:00,50.64
07/05/2024 11:00:00,47.8
07/05/2024 12:00:00,43.95
07/05/2024 13:00:00,43.04
07/05/2024 14:00:00,40.56
07/05/2024 15:00:00,38.64
07/05/2024 16:00:00,44.91
07/05/2024 17:00:00,71.02
07/05/2024 18:00:00,123.12
07/05/2024 19:00:00,131.31
07/05/2024 20:00:00,125.95
07/05/2024 21:00:00,133.77
07/05/2024 22:00:00,126.06
07/05/2024 23:00:00,131.71
08/05/2024 00:00:00,137.38
08/05/2024 01:00:00,144.31
08/05/2024 02:00:00,159.2
08/05/2024 03:00:00,161.4
08/05/2024 04:00:00,143.5
08/05/2024 05:00:00,151.26
08/05/2024 06:00:00,141.5
08/05/2024 07:00:00,124.66
08/05/2024 08:00:00,117.67
08/05/2024 09:00:00,115.5
08/05/2024 10:00:00,110.26
08/05/2024 11:00:00,106.65
08/05/2024 12:00:00,91.37
08/05/2024 13:00:00,98.06
08/05/2024 14:00:00,95.12
08/05/2024 15:00:00,93.68
08/05/2024 16:00:00,99.77
08/05/2024 17:00:00,105.11
08/05/2024 18:00:00,117.34
08/05/2024 19:00:00,114.2
08/05/2024 20:00:00,122.51
08/05/2024 21:00:00,127.95
08/05/2024 22:00:00,132.49
08/05/2024 23:00:00,135.08
09/05/2024 00:00:00,143.02
09/05/2024 01:00:00,139.93
09/05/2024 02:00:00,130.01
09/05/2024 03:00:00,126.17
09/05/2024 04:00:00,123.93
09/05/2024 05:00:00,108.92
09/05/2024 06:00:00,115.53
09/05/2024 07:00:00,110.78
09/05/2024 08:00:00,93.87
09/05/2024 09:00:00,81.36
09/05/2024 10:00:00,74.78
09/05/2024 11:00:00,65.37
09/05/2024 12:00:00,53.04
09/05/2024 13:00:00,55.78
09/05/2024 14:00:00,55.39
09/05/2024 15:00:00,55.38
09/05/2024 16:00:00,55.35
09/05/2024 17:00:00,66.79
09/05/2024 18:00:00,103.32
09/05/2024 19:00:00,115.49
09/05/2024 20:00:00,113.61
09/05/2024 21:00:00,107.79
09/05/2024 22:00:00,96.36
09/05/2024 23:00:00,89.57
10/05/2024 00:00:00,91.9
10/05/2024 01:00:00,89.88
10/05/2024 02:00:00,91.31
10/05/2024 03:00:00,86.63
10/05/2024 04:00:00,80.96
10/05/2024 05:00:00,77.98
10/05/2024 06:00:00,77.24
10/05/2024 07:00:00,75.61
10/05/2024 08:00:00,54.78
10/05/2024 09:00:00,47.78
10/05/2024 10:00:00,36.83
10/05/2024 11:00:00,37.14
10/05/2024 12:00:00,34.32
10/05/2024 13:00:00,33.7
10/05/2024 14:00:00,34.63
10/05/2024 15:00:00,39.44
10/05/2024 16:00:00,48.07
10/05/2024 17:00:00,68.74
10/05/2024 18:00:00,90.21
10/05/2024 19:00:00,84.4
10/05/2024 20:00:00,82.63
10/05/2024 21:00:00,85.44
10/05/2024 22:00:00,78.0
10/05/2024 23:00:00,72.2
11/05/2024 00:00:00,72.25
11/05/2024 01:00:00,69.42
11/05/2024 02:00:00,68.17
11/05/2024 03:00:00,70.76
11/05/2024 04:00:00,72.19
11/05/2024 05:00:00,86.44
11/05/2024 06:00:00,78.09
11/05/2024 07:00:00,70.33
11/05/2024 08:00:00,57.08
11/05/2024 09:00:00,57.24
11/05/2024 10:00:00,50.03
11/05/2024 11:00:00,49.65
11/05/2024 12:00:00,46.94
11/05/2024 13:00:00,42.1
11/05/2024 14:00:00,42.15
11/05/2024 15:00:00,41.74
11/05/2024 16:00:00,47.77
11/05/2024 17:00:00,61.38
11/05/2024 18:00:00,94.76
11/05/2024 19:00:00,85.08
11/05/2024 20:00:00,81.31
11/05/2024 21:00:00,81.24
11/05/2024 22:00:00,77.82
11/05/2024 23:00:00,77.93
12/05/2024 00:00:00,81.89
12/05/2024 01:00:00,83.51
12/05/2024 02:00:00,85.2
12/05/2024 03:00:00,83.19
12/05/2024 04:00:00,85.84
12/05/2024 05:00:00,94.56
12/05/2024 06:00:00,87.73
12/05/2024 07:00:00,77.99
12/05/2024 08:00:00,56.22
12/05/2024 09:00:00,44.2
12/05/2024 10:00:00,38.22
12/05/2024 11:00:00,34.76
12/05/2024 12:00:00,30.32
12/05/2024 13:00:00,29.84
12/05/2024 14:00:00,30.29
12/05/2024 15:00:00,28.9
12/05/2024 16:00:00,30.64
12/05/2024 17:00:00,43.29
12/05/2024 18:00:00,70.15
12/05/2024 19:00:00,75.05
12/05/2024 20:00:00,73.81
12/05/2024 21:00:00,68.59
12/05/2024 22:00:00,81.32
12/05/2024 23:00:00,64.39
13/05/2024 00:00:00,60.03
13/05/2024 01:00:00,57.88
13/05/2024 02:00:00,60.09
13/05/2024 03:00:00,62.57
13/05/2024 04:00:00,61.57
13/05/2024 05:00:00,66.16
13/05/2024 06:00:00,50.07
13/05/2024 07:00:00,43.38
13/05/2024 08:00:00,41.53
13/05/2024 09:00:00,42.44
13/05/2024 10:00:00,41.21
13/05/2024 11:00:00,41.13
13/05/2024 12:00:00,39.1
13/05/2024 13:00:00,36.65
13/05/2024 14:00:00,36.2
13/05/2024 15:00:00,36.49
13/05/2024 16:00:00,39.32
13/05/2024 17:00:00,46.48
13/05/2024 18:00:00,77.42
13/05/2024 19:00:00,88.56
13/05/2024 20:00:00,86.47
13/05/2024 21:00:00,92.0
13/05/2024 22:00:00,82.52
13/05/2024 23:00:00,77.42
14/05/2024 00:00:00,71.0
14/05/2024 01:00:00,65.47
14/05/2024 02:00:00,69.51
14/05/2024 03:00:00,71.06
14/05/2024 04:00:00,73.49
14/05/2024 05:00:00,80.4
14/05/2024 06:00:00,66.9
14/05/2024 07:00:00,56.95
14/05/2024 08:00:00,55.7
14/05/2024 09:00:00,55.62
14/05/2024 10:00:00,51.08
14/05/2024 11:00:00,50.7
14/05/2024 12:00:00,50.27
14/05/2024 13:00:00,46.4
14/05/2024 14:00:00,43.21
14/05/2024 15:00:00,42.01
14/05/2024 16:00:00,39.99
14/05/2024 17:00:00,43.26
14/05/2024 18:00:00,69.58
14/05/2024 19:00:00,77.97
14/05/2024 20:00:00,79.54
14/05/2024 21:00:00,81.27
14/05/2024 22:00:00,88.79
14/05/2024 23:00:00,94.41
15/05/2024 00:00:00,91.95
15/05/2024 01:00:00,90.96
15/05/2024 02:00:00,87.25
15/05/2024 03:00:00,84.88
15/05/2024 04:00:00,89.12
15/05/2024 05:00:00,93.69
15/05/2024 06:00:00,85.49
15/05/2024 07:00:00,67.62
15/05/2024 08:00:00,53.81
15/05/2024 09:00:00,49.79
15/05/2024 10:00:00,45.48
15/05/2024 11:00:00,43.78
15/05/2024 12:00:00,44.24
15/05/2024 13:00:00,44.08
15/05/2024 14:00:00,42.23
15/05/2024 15:00:00,41.76
15/05/2024 16:00:00,45.35
15/05/2024 17:00:00,51.15
15/05/2024 18:00:00,73.3
15/05/2024 19:00:00,85.84
15/05/2024 20:00:00,87.79
15/05/2024 21:00:00,90.17
15/05/2024 22:00:00,82.44
15/05/2024 23:00:00,77.42
16/05/2024 00:00:00,68.41
16/05/2024 01:00:00,59.93
16/05/2024 02:00:00,59.65
16/05/2024 03:00:00,53.63
16/05/2024 04:00:00,64.47
16/05/2024 05:00:00,65.82
16/05/2024 06:00:00,59.61
16/05/2024 07:00:00,44.58
16/05/2024 08:00:00,43.9
16/05/2024 09:00:00,45.96
16/05/2024 10:00:00,45.65
16/05/2024 11:00:00,44.44
16/05/2024 12:00:00,46.04
16/05/2024 13:00:00,47.64
16/05/2024 14:00:00,47.5
16/05/2024 15:00:00,48.49
16/05/2024 16:00:00,50.23
16/05/2024 17:00:00,60.88
16/05/2024 18:00:00,86.73
16/05/2024 19:00:00,93.32
16/05/2024 20:00:00,82.83
16/05/2024 21:00:00,68.18
16/05/2024 22:00:00,47.12
16/05/2024 23:00:00,41.39
17/05/2024 00:00:00,39.43
17/05/2024 01:00:00,40.71
17/05/2024 02:00:00,36.1
17/05/2024 03:00:00,34.8
17/05/2024 04:00:00,30.37
17/05/2024 05:00:00,25.81
17/05/2024 06:00:00,30.78
17/05/2024 07:00:00,32.8
17/05/2024 08:00:00,35.53
17/05/2024 09:00:00,34.88
17/05/2024 10:00:00,37.37
17/05/2024 11:00:00,39.39
17/05/2024 12:00:00,40.87
17/05/2024 13:00:00,42.74
17/05/2024 14:00:00,44.93
17/05/2024 15:00:00,44.43
17/05/2024 16:00:00,47.0
17/05/2024 17:00:00,52.47
17/05/2024 18:00:00,81.45
17/05/2024 19:00:00,83.04
17/05/2024 20:00:00,77.78
17/05/2024 21:00:00,65.02
17/05/2024 22:00:00,54.31
17/05/2024 23:00:00,41.26
18/05/2024 00:00:00,38.51
18/05/2024 01:00:00,38.02
18/05/2024 02:00:00,33.81
18/05/2024 03:00:00,36.98
18/05/2024 04:00:00,45.07
18/05/2024 05:00:00,48.49
18/05/2024 06:00:00,39.08
18/05/2024 07:00:00,32.98
18/05/2024 08:00:00,33.23
18/05/2024 09:00:00,33.2
18/05/2024 10:00:00,33.17
18/05/2024 11:00:00,34.98
18/05/2024 12:00:00,35.19
18/05/2024 13:00:00,36.69
18/05/2024 14:00:00,37.43
18/05/2024 15:00:00,39.05
18/05/2024 16:00:00,39.67
18/05/2024 17:00:00,44.39
18/05/2024 18:00:00,69.5
18/05/2024 19:00:00,80.86
18/05/2024 20:00:00,81.23
18/05/2024 21:00:00,70.5
18/05/2024 22:00:00,62.81
18/05/2024 23:00:00,45.49
19/05/2024 00:00:00,40.25
19/05/2024 01:00:00,35.3
19/05/2024 02:00:00,36.55
19/05/2024 03:00:00,33.96
19/05/2024 04:00:00,34.91
19/05/2024 05:00:00,37.95
19/05/2024 06:00:00,46.55
19/05/2024 07:00:00,39.51
19/05/2024 08:00:00,33.0
19/05/2024 09:00:00,33.88
19/05/2024 10:00:00,35.22
19/05/2024 11:00:00,38.23
19/05/2024 12:00:00,39.58
19/05/2024 13:00:00,39.34
19/05/2024 14:00:00,41.81
19/05/2024 15:00:00,43.81
19/05/2024 16:00:00,47.03
19/05/2024 17:00:00,54.64
19/05/2024 18:00:00,76.68
19/05/2024 19:00:00,87.85
19/05/2024 20:00:00,82.3
19/05/2024 21:00:00,72.46
19/05/2024 22:00:00,65.76
19/05/2024 23:00:00,49.97
20/05/2024 00:00:00,40.15
20/05/2024 01:00:00,38.41
20/05/2024 02:00:00,37.76
20/05/2024 03:00:00,34.5
20/05/2024 04:00:00,34.51
20/05/2024 05:00:00,31.2
20/05/2024 06:00:00,35.87
20/05/2024 07:00:00,37.69
20/05/2024 08:00:00,34.92
20/05/2024 09:00:00,34.34
20/05/2024 10:00:00,35.71
20/05/2024 11:00:00,40.98
20/05/2024 12:00:00,45.44
20/05/2024 13:00:00,44.93
20/05/2024 14:00:00,44.47
20/05/2024 15:00:00,52.17
20/05/2024 16:00:00,63.01
20/05/2024 17:00:00,64.5
20/05/2024 18:00:00,79.58
20/05/2024 19:00:00,75.11
20/05/2024 20:00:00,75.08
20/05/2024 21:00:00,69.83
20/05/2024 22:00:00,65.44
20/05/2024 23:00:00,57.33
21/05/2024 00:00:00,54.78
21/05/2024 01:00:00,58.25
21/05/2024 02:00:00,58.74
21/05/2024 03:00:00,59.96
21/05/2024 04:00:00,56.27
21/05/2024 05:00:00,55.95
21/05/2024 06:00:00,51.96
21/05/2024 07:00:00,54.14
21/05/2024 08:00:00,49.08
21/05/2024 09:00:00,46.88
21/05/2024 10:00:00,44.93
21/05/2024 11:00:00,47.09
21/05/2024 12:00:00,54.15
21/05/2024 13:00:00,49.72
21/05/2024 14:00:00,53.7
21/05/2024 15:00:00,54.6
21/05/2024 16:00:00,72.9
21/05/2024 17:00:00,85.18
21/05/2024 18:00:00,93.98
21/05/2024 19:00:00,91.75
21/05/2024 20:00:00,97.41
21/05/2024 21:00:00,104.62
21/05/2024 22:00:00,102.75
21/05/2024 23:00:00,102.04
22/05/2024 00:00:00,110.24
22/05/2024 01:00:00,111.07
22/05/2024 02:00:00,115.58
22/05/2024 03:00:00,118.15
22/05/2024 04:00:00,116.87
22/05/2024 05:00:00,111.55
22/05/2024 06:00:00,113.63
22/05/2024 07:00:00,113.7
22/05/2024 08:00:00,121.56
22/05/2024 09:00:00,116.23
22/05/2024 10:00:00,116.86
22/05/2024 11:00:00,116.21
22/05/2024 12:00:00,110.2
22/05/2024 13:00:00,105.15
22/05/2024 14:00:00,103.83
22/05/2024 15:00:00,110.54
22/05/2024 16:00:00,123.78
22/05/2024 17:00:00,130.25
22/05/2024 18:00:00,140.5
22/05/2024 19:00:00,131.42
22/05/2024 20:00:00,130.1
22/05/2024 21:00:00,134.6
22/05/2024 22:00:00,140.57
22/05/2024 23:00:00,138.1
23/05/2024 00:00:00,115.77
23/05/2024 01:00:00,98.88
23/05/2024 02:00:00,99.27
23/05/2024 03:00:00,99.1
23/05/2024 04:00:00,103.79
23/05/2024 05:00:00,100.88
23/05/2024 06:00:00,103.87
23/05/2024 07:00:00,112.35
23/05/2024 08:00:00,99.83
23/05/2024 09:00:00,88.02
23/05/2024 10:00:00,90.45
23/05/2024 11:00:00,86.17
23/05/2024 12:00:00,82.91
23/05/2024 13:00:00,83.67
23/05/2024 14:00:00,91.17
23/05/2024 15:00:00,95.25
23/05/2024 16:00:00,113.95
23/05/2024 17:00:00,131.5
23/05/2024 18:00:00,136.62
23/05/2024 19:00:00,137.57
23/05/2024 20:00:00,134.16
23/05/2024 21:00:00,119.64
23/05/2024 22:00:00,126.98
23/05/2024 23:00:00,128.97
24/05/2024 00:00:00,129.6
24/05/2024 01:00:00,120.99
24/05/2024 02:00:00,112.12
24/05/2024 03:00:00,107.66
24/05/2024 04:00:00,114.93
24/05/2024 05:00:00,99.15
24/05/2024 06:00:00,109.7
24/05/2024 07:00:00,110.13
24/05/2024 08:00:00,108.77
24/05/2024 09:00:00,106.81
24/05/2024 10:00:00,114.37
24/05/2024 11:00:00,118.93
24/05/2024 12:00:00,117.14
24/05/2024 13:00:00,113.02
24/05/2024 14:00:00,106.79
24/05/2024 15:00:00,109.48
24/05/2024 16:00:00,117.93
24/05/2024 17:00:00,140.03
24/05/2024 18:00:00,148.15
24/05/2024 19:00:00,151.62
24/05/2024 20:00:00,154.13
24/05/2024 21:00:00,159.11
24/05/2024 22:00:00,159.14
24/05/2024 23:00:00,143.84
25/05/2024 00:00:00,135.55
25/05/2024 01:00:00,137.15
25/05/2024 02:00:00,129.81
25/05/2024 03:00:00,122.24
25/05/2024 04:00:00,118.75
25/05/2024 05:00:00,122.4
25/05/2024 06:00:00,121.47
25/05/2024 07:00:00,101.07
25/05/2024 08:00:00,72.28
25/05/2024 09:00:00,61.9
25/05/2024 10:00:00,59.95
25/05/2024 11:00:00,58.3
25/05/2024 12:00:00,56.59
25/05/2024 13:00:00,55.52
25/05/2024 14:00:00,51.94
25/05/2024 15:00:00,53.51
25/05/2024 16:00:00,56.41
25/05/2024 17:00:00,60.74
25/05/2024 18:00:00,66.33
25/05/2024 19:00:00,78.31
25/05/2024 20:00:00,77.42
25/05/2024 21:00:00,75.0
25/05/2024 22:00:00,75.42
25/05/2024 23:00:00,66.52
26/05/2024 00:00:00,58.45
26/05/2024 01:00:00,59.87
26/05/2024 02:00:00,63.76
26/05/2024 03:00:00,67.19
26/05/2024 04:00:00,70.19
26/05/2024 05:00:00,78.02
26/05/2024 06:00:00,80.9
26/05/2024 07:00:00,84.09
26/05/2024 08:00:00,61.7
26/05/2024 09:00:00,43.82
26/05/2024 10:00:00,37.57
26/05/2024 11:00:00,34.9
26/05/2024 12:00:00,30.68
26/05/2024 13:00:00,29.39
26/05/2024 14:00:00,33.29
26/05/2024 15:00:00,42.98
26/05/2024 16:00:00,57.01
26/05/2024 17:00:00,68.65
26/05/2024 18:00:00,90.24
26/05/2024 19:00:00,108.5
26/05/2024 20:00:00,106.14
26/05/2024 21:00:00,112.62
26/05/2024 22:00:00,102.34
26/05/2024 23:00:00,107.43
27/05/2024 00:00:00,111.83
27/05/2024 01:00:00,117.48
27/05/2024 02:00:00,122.26
27/05/2024 03:00:00,122.89
27/05/2024 04:00:00,128.73
27/05/2024 05:00:00,138.57
27/05/2024 06:00:00,148.06
27/05/2024 07:00:00,136.31
27/05/2024 08:00:00,121.95
27/05/2024 09:00:00,125.75
27/05/2024 10:00:00,121.55
27/05/2024 11:00:00,112.75
27/05/2024 12:00:00,109.02
27/05/2024 13:00:00,108.5
27/05/2024 14:00:00,121.54
