Datetime (UTC),Carbon Intensity gCO₂eq/kWh (direct)
20/03/2024 05:00:00,142.75
20/03/2024 06:00:00,121.08
20/03/2024 07:00:00,138.71
20/03/2024 08:00:00,130.01
20/03/2024 09:00:00,117.86
20/03/2024 10:00:00,121.07
20/03/2024 11:00:00,113.87
20/03/2024 12:00:00,108.76
20/03/2024 13:00:00,108.32
20/03/2024 14:00:00,108.86
20/03/2024 15:00:00,118.42
20/03/2024 16:00:00,126.95
20/03/2024 17:00:00,145.51
20/03/2024 18:00:00,140.74
20/03/2024 19:00:00,132.89
20/03/2024 20:00:00,138.76
20/03/2024 21:00:00,139.75
20/03/2024 22:00:00,139.99
20/03/2024 23:00:00,137.8
21/03/2024 00:00:00,132.05
21/03/2024 01:00:00,143.03
21/03/2024 02:00:00,154.27
21/03/2024 03:00:00,159.52
21/03/2024 04:00:00,154.6
21/03/2024 05:00:00,146.82
21/03/2024 06:00:00,133.32
21/03/2024 07:00:00,135.25
21/03/2024 08:00:00,128.6
21/03/2024 09:00:00,141.99
21/03/2024 10:00:00,140.4
21/03/2024 11:00:00,133.7
21/03/2024 12:00:00,127.76
21/03/2024 13:00:00,126.42
21/03/2024 14:00:00,121.39
21/03/2024 15:00:00,133.45
21/03/2024 16:00:00,146.63
21/03/2024 17:00:00,150.85
21/03/2024 18:00:00,140.59
21/03/2024 19:00:00,142.64
21/03/2024 20:00:00,144.25
21/03/2024 21:00:00,150.49
21/03/2024 22:00:00,164.11
21/03/2024 23:00:00,145.7
22/03/2024 00:00:00,121.37
22/03/2024 01:00:00,117.79
22/03/2024 02:00:00,119.05
22/03/2024 03:00:00,120.77
22/03/2024 04:00:00,117.24
22/03/2024 05:00:00,108.0
22/03/2024 06:00:00,91.57
22/03/2024 07:00:00,77.8
22/03/2024 08:00:00,64.9
22/03/2024 09:00:00,52.93
22/03/2024 10:00:00,52.08
22/03/2024 11:00:00,51.3
22/03/2024 12:00:00,50.84
22/03/2024 13:00:00,48.79
22/03/2024 14:00:00,48.46
22/03/2024 15:00:00,52.53
22/03/2024 16:00:00,66.23
22/03/2024 17:00:00,74.84
22/03/2024 18:00:00,69.94
22/03/2024 19:00:00,69.8
22/03/2024 20:00:00,82.18
22/03/2024 21:00:00,73.22
22/03/2024 22:00:00,81.19
22/03/2024 23:00:00,82.65
23/03/2024 00:00:00,75.17
23/03/2024 01:00:00,79.4
23/03/2024 02:00:00,86.23
23/03/2024 03:00:00,84.95
23/03/2024 04:00:00,83.71
23/03/2024 05:00:00,70.42
23/03/2024 06:00:00,73.6
23/03/2024 07:00:00,67.95
23/03/2024 08:00:00,57.03
23/03/2024 09:00:00,50.36
23/03/2024 10:00:00,48.92
23/03/2024 11:00:00,44.75
23/03/2024 12:00:00,40.29
23/03/2024 13:00:00,37.95
23/03/2024 14:00:00,37.17
23/03/2024 15:00:00,38.4
23/03/2024 16:00:00,40.98
23/03/2024 17:00:00,46.83
23/03/2024 18:00:00,55.25
23/03/2024 19:00:00,53.42
23/03/2024 20:00:00,50.08
23/03/2024 21:00:00,43.84
23/03/2024 22:00:00,40.77
23/03/2024 23:00:00,41.59
24/03/2024 00:00:00,41.78
24/03/2024 01:00:00,48.87
24/03/2024 02:00:00,50.76
24/03/2024 03:00:00,49.37
24/03/2024 04:00:00,43.74
24/03/2024 05:00:00,43.13
24/03/2024 06:00:00,58.87
24/03/2024 07:00:00,70.04
24/03/2024 08:00:00,58.68
24/03/2024 09:00:00,53.86
24/03/2024 10:00:00,47.01
24/03/2024 11:00:00,45.33
24/03/2024 12:00:00,44.2
24/03/2024 13:00:00,41.29
24/03/2024 14:00:00,39.4
24/03/2024 15:00:00,41.67
24/03/2024 16:00:00,54.61
24/03/2024 17:00:00,72.26
24/03/2024 18:00:00,76.7
24/03/2024 19:00:00,77.92
24/03/2024 20:00:00,81.83
24/03/2024 21:00:00,92.56
24/03/2024 22:00:00,94.64
24/03/2024 23:00:00,86.93
25/03/2024 00:00:00,94.6
25/03/2024 01:00:00,95.52
25/03/2024 02:00:00,100.6
25/03/2024 03:00:00,97.61
25/03/2024 04:00:00,101.49
25/03/2024 05:00:00,98.15
25/03/2024 06:00:00,84.79
25/03/2024 07:00:00,70.96
25/03/2024 08:00:00,56.38
25/03/2024 09:00:00,48.02
25/03/2024 10:00:00,41.64
25/03/2024 11:00:00,36.04
25/03/2024 12:00:00,32.65
25/03/2024 13:00:00,32.07
25/03/2024 14:00:00,31.21
25/03/2024 15:00:00,28.9
25/03/2024 16:00:00,30.4
25/03/2024 17:00:00,37.66
25/03/2024 18:00:00,49.13
25/03/2024 19:00:00,54.91
25/03/2024 20:00:00,52.57
25/03/2024 21:00:00,43.31
25/03/2024 22:00:00,39.88
25/03/2024 23:00:00,30.59
26/03/2024 00:00:00,31.93
26/03/2024 01:00:00,36.0
26/03/2024 02:00:00,35.61
26/03/2024 03:00:00,38.1
26/03/2024 04:00:00,38.64
26/03/2024 05:00:00,40.55
26/03/2024 06:00:00,40.17
26/03/2024 07:00:00,43.62
26/03/2024 08:00:00,38.76
26/03/2024 09:00:00,37.32
26/03/2024 10:00:00,37.58
26/03/2024 11:00:00,36.48
26/03/2024 12:00:00,35.31
26/03/2024 13:00:00,35.28
26/03/2024 14:00:00,37.18
26/03/2024 15:00:00,40.36
26/03/2024 16:00:00,43.12
26/03/2024 17:00:00,47.79
26/03/2024 18:00:00,62.08
26/03/2024 19:00:00,70.63
26/03/2024 20:00:00,73.21
26/03/2024 21:00:00,78.11
26/03/2024 22:00:00,82.13
26/03/2024 23:00:00,81.91
27/03/2024 00:00:00,87.14
27/03/2024 01:00:00,85.74
27/03/2024 02:00:00,90.29
27/03/2024 03:00:00,89.58
27/03/2024 04:00:00,91.99
27/03/2024 05:00:00,102.14
27/03/2024 06:00:00,95.44
27/03/2024 07:00:00,99.59
27/03/2024 08:00:00,79.62
27/03/2024 09:00:00,74.6
27/03/2024 10:00:00,71.86
27/03/2024 11:00:00,72.19
27/03/2024 12:00:00,74.37
27/03/2024 13:00:00,81.98
27/03/2024 14:00:00,84.37
27/03/2024 15:00:00,87.83
27/03/2024 16:00:00,100.55
27/03/2024 17:00:00,128.62
27/03/2024 18:00:00,135.42
27/03/2024 19:00:00,145.98
27/03/2024 20:00:00,160.41
27/03/2024 21:00:00,164.17
27/03/2024 22:00:00,169.03
27/03/2024 23:00:00,174.86
28/03/2024 00:00:00,185.12
28/03/2024 01:00:00,187.71
28/03/2024 02:00:00,174.59
28/03/2024 03:00:00,166.09
28/03/2024 04:00:00,168.76
28/03/2024 05:00:00,158.4
28/03/2024 06:00:00,146.42
28/03/2024 07:00:00,130.09
28/03/2024 08:00:00,108.44
28/03/2024 09:00:00,90.12
28/03/2024 10:00:00,81.93
28/03/2024 11:00:00,82.5
28/03/2024 12:00:00,82.17
28/03/2024 13:00:00,82.38
28/03/2024 14:00:00,85.8
28/03/2024 15:00:00,90.65
28/03/2024 16:00:00,99.03
28/03/2024 17:00:00,128.19
28/03/2024 18:00:00,131.74
28/03/2024 19:00:00,118.38
28/03/2024 20:00:00,117.32
28/03/2024 21:00:00,109.5
28/03/2024 22:00:00,74.55
28/03/2024 23:00:00,58.59
29/03/2024 00:00:00,60.89
29/03/2024 01:00:00,61.47
29/03/2024 02:00:00,56.91
29/03/2024 03:00:00,52.69
29/03/2024 04:00:00,53.82
29/03/2024 05:00:00,48.55
29/03/2024 06:00:00,49.89
29/03/2024 07:00:00,55.14
29/03/2024 08:00:00,46.81
29/03/2024 09:00:00,41.39
29/03/2024 10:00:00,37.29
29/03/2024 11:00:00,36.57
29/03/2024 12:00:00,35.09
29/03/2024 13:00:00,34.74
29/03/2024 14:00:00,34.42
29/03/2024 15:00:00,34.3
29/03/2024 16:00:00,34.47
29/03/2024 17:00:00,41.3
29/03/2024 18:00:00,64.19
29/03/2024 19:00:00,66.34
29/03/2024 20:00:00,61.35
29/03/2024 21:00:00,59.19
29/03/2024 22:00:00,57.11
29/03/2024 23:00:00,47.97
30/03/2024 00:00:00,46.0
30/03/2024 01:00:00,51.69
30/03/2024 02:00:00,53.79
30/03/2024 03:00:00,58.18
30/03/2024 04:00:00,54.8
30/03/2024 05:00:00,59.89
30/03/2024 06:00:00,61.43
30/03/2024 07:00:00,57.23
30/03/2024 08:00:00,47.57
30/03/2024 09:00:00,40.2
30/03/2024 10:00:00,36.2
30/03/2024 11:00:00,33.21
30/03/2024 12:00:00,30.53
30/03/2024 13:00:00,28.84
30/03/2024 14:00:00,28.79
30/03/2024 15:00:00,27.29
30/03/2024 16:00:00,28.45
30/03/2024 17:00:00,38.47
30/03/2024 18:00:00,53.03
30/03/2024 19:00:00,54.41
30/03/2024 20:00:00,41.66
30/03/2024 21:00:00,35.97
30/03/2024 22:00:00,40.6
30/03/2024 23:00:00,43.36
31/03/2024 00:00:00,33.07
31/03/2024 01:00:00,30.56
31/03/2024 02:00:00,29.17
31/03/2024 03:00:00,29.15
31/03/2024 04:00:00,26.97
31/03/2024 05:00:00,37.17
31/03/2024 06:00:00,43.41
31/03/2024 07:00:00,44.34
31/03/2024 08:00:00,33.53
31/03/2024 09:00:00,36.28
31/03/2024 10:00:00,34.92
31/03/2024 11:00:00,33.98
31/03/2024 12:00:00,33.63
31/03/2024 13:00:00,32.95
31/03/2024 14:00:00,30.95
31/03/2024 15:00:00,31.03
31/03/2024 16:00:00,34.99
31/03/2024 17:00:00,48.07
31/03/2024 18:00:00,70.1
31/03/2024 19:00:00,72.75
31/03/2024 20:00:00,74.38
31/03/2024 21:00:00,68.4
31/03/2024 22:00:00,71.78
31/03/2024 23:00:00,65.06
01/04/2024 00:00:00,64.88
01/04/2024 01:00:00,62.76
01/04/2024 02:00:00,63.23
01/04/2024 03:00:00,63.98
01/04/2024 04:00:00,70.32
01/04/2024 05:00:00,67.18
01/04/2024 06:00:00,67.41
01/04/2024 07:00:00,75.88
01/04/2024 08:00:00,63.43
01/04/2024 09:00:00,52.92
01/04/2024 10:00:00,49.9
01/04/2024 11:00:00,48.58
01/04/2024 12:00:00,47.37
01/04/2024 13:00:00,43.59
01/04/2024 14:00:00,41.83
01/04/2024 15:00:00,41.42
01/04/2024 16:00:00,41.37
01/04/2024 17:00:00,40.59
01/04/2024 18:00:00,49.13
01/04/2024 19:00:00,56.12
01/04/2024 20:00:00,55.69
01/04/2024 21:00:00,53.69
01/04/2024 22:00:00,52.42
01/04/2024 23:00:00,53.87
02/04/2024 00:00:00,56.83
02/04/2024 01:00:00,56.52
02/04/2024 02:00:00,55.25
02/04/2024 03:00:00,55.39
02/04/2024 04:00:00,55.97
02/04/2024 05:00:00,61.29
02/04/2024 06:00:00,61.88
02/04/2024 07:00:00,52.02
02/04/2024 08:00:00,48.67
02/04/2024 09:00:00,44.81
02/04/2024 10:00:00,44.64
02/04/2024 11:00:00,43.52
02/04/2024 12:00:00,44.53
02/04/2024 13:00:00,43.92
02/04/2024 14:00:00,44.44
02/04/2024 15:00:00,48.87
02/04/2024 16:00:00,54.34
02/04/2024 17:00:00,63.38
02/04/2024 18:00:00,84.75
02/04/2024 19:00:00,92.19
02/04/2024 20:00:00,90.2
02/04/2024 21:00:00,88.91
02/04/2024 22:00:00,96.15
02/04/2024 23:00:00,93.11
03/04/2024 00:00:00,92.58
03/04/2024 01:00:00,96.72
03/04/2024 02:00:00,97.51
03/04/2024 03:00:00,103.06
03/04/2024 04:00:00,106.22
03/04/2024 05:00:00,104.66
03/04/2024 06:00:00,103.96
03/04/2024 07:00:00,82.88
03/04/2024 08:00:00,58.31
03/04/2024 09:00:00,51.78
03/04/2024 10:00:00,53.54
03/04/2024 11:00:00,51.75
03/04/2024 12:00:00,48.59
03/04/2024 13:00:00,49.09
03/04/2024 14:00:00,54.15
03/04/2024 15:00:00,81.2
03/04/2024 16:00:00,95.73
03/04/2024 17:00:00,102.32
03/04/2024 18:00:00,94.47
03/04/2024 19:00:00,82.4
03/04/2024 20:00:00,76.2
03/04/2024 21:00:00,73.25
03/04/2024 22:00:00,71.57
03/04/2024 23:00:00,66.03
04/04/2024 00:00:00,68.52
04/04/2024 01:00:00,65.75
04/04/2024 02:00:00,59.93
04/04/2024 03:00:00,54.69
04/04/2024 04:00:00,46.28
04/04/2024 05:00:00,44.35
04/04/2024 06:00:00,42.4
04/04/2024 07:00:00,38.91
04/04/2024 08:00:00,36.41
04/04/2024 09:00:00,37.82
04/04/2024 10:00:00,36.42
04/04/2024 11:00:00,35.66
04/04/2024 12:00:00,35.44
04/04/2024 13:00:00,36.09
04/04/2024 14:00:00,37.18
04/04/2024 15:00:00,37.14
04/04/2024 16:00:00,38.05
04/04/2024 17:00:00,48.07
04/04/2024 18:00:00,73.78
04/04/2024 19:00:00,74.56
04/04/2024 20:00:00,61.95
04/04/2024 21:00:00,50.15
04/04/2024 22:00:00,49.08
04/04/2024 23:00:00,45.06
05/04/2024 00:00:00,44.09
05/04/2024 01:00:00,43.65
05/04/2024 02:00:00,40.37
05/04/2024 03:00:00,50.9
05/04/2024 04:00:00,64.05
05/04/2024 05:00:00,68.99
05/04/2024 06:00:00,70.52
05/04/2024 07:00:00,66.0
05/04/2024 08:00:00,63.21
05/04/2024 09:00:00,59.98
05/04/2024 10:00:00,60.26
05/04/2024 11:00:00,56.9
05/04/2024 12:00:00,61.98
05/04/2024 13:00:00,63.55
05/04/2024 14:00:00,63.08
05/04/2024 15:00:00,61.26
05/04/2024 16:00:00,62.58
05/04/2024 17:00:00,88.54
05/04/2024 18:00:00,89.24
05/04/2024 19:00:00,84.28
05/04/2024 20:00:00,93.62
05/04/2024 21:00:00,92.51
05/04/2024 22:00:00,69.79
05/04/2024 23:00:00,73.21
06/04/2024 00:00:00,74.18
06/04/2024 01:00:00,79.04
06/04/2024 02:00:00,84.0
06/04/2024 03:00:00,90.01
06/04/2024 04:00:00,89.4
06/04/2024 05:00:00,73.41
06/04/2024 06:00:00,71.05
06/04/2024 07:00:00,62.3
06/04/2024 08:00:00,48.84
06/04/2024 09:00:00,44.87
06/04/2024 10:00:00,41.72
06/04/2024 11:00:00,42.9
06/04/2024 12:00:00,43.98
06/04/2024 13:00:00,44.27
06/04/2024 14:00:00,48.31
06/04/2024 15:00:00,53.02
06/04/2024 16:00:00,55.06
06/04/2024 17:00:00,71.67
06/04/2024 18:00:00,96.77
06/04/2024 19:00:00,96.95
06/04/2024 20:00:00,100.31
06/04/2024 21:00:00,104.3
06/04/2024 22:00:00,105.91
06/04/2024 23:00:00,121.82
07/04/2024 00:00:00,135.47
07/04/2024 01:00:00,141.48
07/04/2024 02:00:00,146.08
07/04/2024 03:00:00,145.0
07/04/2024 04:00:00,133.87
07/04/2024 05:00:00,131.98
07/04/2024 06:00:00,132.9
07/04/2024 07:00:00,106.25
07/04/2024 08:00:00,73.62
07/04/2024 09:00:00,62.74
07/04/2024 10:00:00,61.14
07/04/2024 11:00:00,59.79
07/04/2024 12:00:00,58.14
07/04/2024 13:00:00,56.79
07/04/2024 14:00:00,56.86
07/04/2024 15:00:00,59.12
07/04/2024 16:00:00,65.77
07/04/2024 17:00:00,84.87
07/04/2024 18:00:00,99.56
07/04/2024 19:00:00,109.47
07/04/2024 20:00:00,114.44
07/04/2024 21:00:00,123.71
07/04/2024 22:00:00,138.12
07/04/2024 23:00:00,138.13
08/04/2024 00:00:00,138.86
08/04/2024 01:00:00,140.89
08/04/2024 02:00:00,139.1
08/04/2024 03:00:00,140.42
08/04/2024 04:00:00,146.07
08/04/2024 05:00:00,166.96
08/04/2024 06:00:00,137.93
08/04/2024 07:00:00,98.34
08/04/2024 08:00:00,68.82
08/04/2024 09:00:00,59.84
08/04/2024 10:00:00,51.62
08/04/2024 11:00:00,51.13
08/04/2024 12:00:00,53.18
08/04/2024 13:00:00,52.76
08/04/2024 14:00:00,56.64
08/04/2024 15:00:00,59.51
08/04/2024 16:00:00,65.31
08/04/2024 17:00:00,83.81
08/04/2024 18:00:00,96.34
08/04/2024 19:00:00,105.88
08/04/2024 20:00:00,110.23
08/04/2024 21:00:00,123.96
08/04/2024 22:00:00,139.6
08/04/2024 23:00:00,149.97
09/04/2024 00:00:00,152.83
09/04/2024 01:00:00,164.41
09/04/2024 02:00:00,173.07
09/04/2024 03:00:00,165.7
09/04/2024 04:00:00,146.22
09/04/2024 05:00:00,143.6
09/04/2024 06:00:00,132.28
09/04/2024 07:00:00,126.69
09/04/2024 08:00:00,118.22
09/04/2024 09:00:00,75.3
09/04/2024 10:00:00,67.86
09/04/2024 11:00:00,63.04
09/04/2024 12:00:00,57.1
09/04/2024 13:00:00,53.61
09/04/2024 14:00:00,49.5
09/04/2024 15:00:00,49.23
09/04/2024 16:00:00,53.25
09/04/2024 17:00:00,66.02
09/04/2024 18:00:00,82.89
09/04/2024 19:00:00,76.77
09/04/2024 20:00:00,79.36
09/04/2024 21:00:00,74.39
09/04/2024 22:00:00,80.67
09/04/2024 23:00:00,80.62
10/04/2024 00:00:00,89.09
10/04/2024 01:00:00,98.03
10/04/2024 02:00:00,102.6
10/04/2024 03:00:00,97.21
10/04/2024 04:00:00,89.77
10/04/2024 05:00:00,83.53
10/04/2024 06:00:00,70.14
10/04/2024 07:00:00,62.57
10/04/2024 08:00:00,55.63
10/04/2024 09:00:00,46.49
10/04/2024 10:00:00,47.83
10/04/2024 11:00:00,46.36
10/04/2024 12:00:00,43.72
10/04/2024 13:00:00,44.45
10/04/2024 14:00:00,43.14
10/04/2024 15:00:00,40.71
10/04/2024 16:00:00,37.16
10/04/2024 17:00:00,46.51
10/04/2024 18:00:00,62.7
10/04/2024 19:00:00,65.29
10/04/2024 20:00:00,62.01
10/04/2024 21:00:00,56.2
10/04/2024 22:00:00,64.14
10/04/2024 23:00:00,71.93
11/04/2024 00:00:00,71.24
11/04/2024 01:00:00,71.27
11/04/2024 02:00:00,74.84
11/04/2024 03:00:00,80.83
11/04/2024 04:00:00,81.78
11/04/2024 05:00:00,81.73
11/04/2024 06:00:00,79.95
11/04/2024 07:00:00,82.78
11/04/2024 08:00:00,74.96
11/04/2024 09:00:00,62.14
11/04/2024 10:00:00,54.69
11/04/2024 11:00:00,44.1
11/04/2024 12:00:00,36.47
11/04/2024 13:00:00,33.53
11/04/2024 14:00:00,31.98
11/04/2024 15:00:00,33.3
11/04/2024 16:00:00,33.96
11/04/2024 17:00:00,40.35
11/04/2024 18:00:00,67.62
11/04/2024 19:00:00,66.96
11/04/2024 20:00:00,63.56
11/04/2024 21:00:00,61.76
11/04/2024 22:00:00,65.33
11/04/2024 23:00:00,43.85
12/04/2024 00:00:00,42.04
12/04/2024 01:00:00,42.32
12/04/2024 02:00:00,45.42
12/04/2024 03:00:00,46.4
12/04/2024 04:00:00,43.98
12/04/2024 05:00:00,50.63
12/04/2024 06:00:00,54.71
12/04/2024 07:00:00,36.6
12/04/2024 08:00:00,33.28
12/04/2024 09:00:00,33.35
12/04/2024 10:00:00,33.84
12/04/2024 11:00:00,34.04
12/04/2024 12:00:00,37.13
12/04/2024 13:00:00,37.16
12/04/2024 14:00:00,35.03
12/04/2024 15:00:00,34.61
12/04/2024 16:00:00,34.9
12/04/2024 17:00:00,35.59
12/04/2024 18:00:00,51.52
12/04/2024 19:00:00,58.1
12/04/2024 20:00:00,49.13
12/04/2024 21:00:00,45.78
12/04/2024 22:00:00,47.16
12/04/2024 23:00:00,45.4
13/04/2024 00:00:00,52.81
13/04/2024 01:00:00,50.7
13/04/2024 02:00:00,54.04
13/04/2024 03:00:00,59.24
13/04/2024 04:00:00,72.6
13/04/2024 05:00:00,67.11
13/04/2024 06:00:00,67.94
13/04/2024 07:00:00,54.3
13/04/2024 08:00:00,40.18
13/04/2024 09:00:00,34.38
13/04/2024 10:00:00,32.65
13/04/2024 11:00:00,32.1
13/04/2024 12:00:00,31.59
13/04/2024 13:00:00,30.66
13/04/2024 14:00:00,29.09
13/04/2024 15:00:00,28.15
13/04/2024 16:00:00,30.31
13/04/2024 17:00:00,36.93
13/04/2024 18:00:00,67.97
13/04/2024 19:00:00,76.93
13/04/2024 20:00:00,73.79
13/04/2024 21:00:00,70.74
13/04/2024 22:00:00,70.29
13/04/2024 23:00:00,68.11
14/04/2024 00:00:00,65.17
14/04/2024 01:00:00,53.68
14/04/2024 02:00:00,54.03
14/04/2024 03:00:00,51.72
14/04/2024 04:00:00,49.96
14/04/2024 05:00:00,62.83
14/04/2024 06:00:00,57.61
14/04/2024 07:00:00,36.72
14/04/2024 08:00:00,31.13
14/04/2024 09:00:00,28.58
14/04/2024 10:00:00,27.35
14/04/2024 11:00:00,26.62
14/04/2024 12:00:00,25.5
14/04/2024 13:00:00,25.4
14/04/2024 14:00:00,25.54
14/04/2024 15:00:00,24.93
14/04/2024 16:00:00,24.81
14/04/2024 17:00:00,25.03
14/04/2024 18:00:00,39.76
14/04/2024 19:00:00,50.11
14/04/2024 20:00:00,46.73
14/04/2024 21:00:00,43.3
14/04/2024 22:00:00,42.82
14/04/2024 23:00:00,39.37
15/04/2024 00:00:00,41.89
15/04/2024 01:00:00,43.5
15/04/2024 02:00:00,46.07
15/04/2024 03:00:00,43.73
15/04/2024 04:00:00,40.72
15/04/2024 05:00:00,43.16
15/04/2024 06:00:00,35.32
15/04/2024 07:00:00,33.33
15/04/2024 08:00:00,30.75
15/04/2024 09:00:00,30.7
15/04/2024 10:00:00,30.26
15/04/2024 11:00:00,31.23
15/04/2024 12:00:00,30.03
15/04/2024 13:00:00,29.42
15/04/2024 14:00:00,28.65
15/04/2024 15:00:00,28.73
15/04/2024 16:00:00,30.21
15/04/2024 17:00:00,34.14
15/04/2024 18:00:00,41.01
15/04/2024 19:00:00,57.2
15/04/2024 20:00:00,55.96
15/04/2024 21:00:00,54.32
15/04/2024 22:00:00,51.51
15/04/2024 23:00:00,50.25
16/04/2024 00:00:00,46.12
16/04/2024 01:00:00,45.41
16/04/2024 02:00:00,45.86
16/04/2024 03:00:00,45.72
16/04/2024 04:00:00,45.38
16/04/2024 05:00:00,41.87
16/04/2024 06:00:00,38.75
16/04/2024 07:00:00,32.82
16/04/2024 08:00:00,31.93
16/04/2024 09:00:00,31.94
16/04/2024 10:00:00,34.94
16/04/2024 11:00:00,42.12
16/04/2024 12:00:00,44.49
16/04/2024 13:00:00,41.15
16/04/2024 14:00:00,41.97
16/04/2024 15:00:00,44.16
16/04/2024 16:00:00,45.64
16/04/2024 17:00:00,51.42
16/04/2024 18:00:00,88.07
16/04/2024 19:00:00,80.75
16/04/2024 20:00:00,80.15
16/04/2024 21:00:00,79.51
16/04/2024 22:00:00,64.79
16/04/2024 23:00:00,66.34
17/04/2024 00:00:00,63.54
17/04/2024 01:00:00,55.58
17/04/2024 02:00:00,70.67
17/04/2024 03:00:00,72.28
17/04/2024 04:00:00,81.36
17/04/2024 05:00:00,98.87
17/04/2024 06:00:00,104.49
17/04/2024 07:00:00,91.4
17/04/2024 08:00:00,78.44
17/04/2024 09:00:00,77.83
17/04/2024 10:00:00,81.63
17/04/2024 11:00:00,85.42
17/04/2024 12:00:00,84.96
17/04/2024 13:00:00,89.31
17/04/2024 14:00:00,89.15
17/04/2024 15:00:00,100.07
17/04/2024 16:00:00,104.0
17/04/2024 17:00:00,108.28
17/04/2024 18:00:00,123.02
17/04/2024 19:00:00,127.1
17/04/2024 20:00:00,127.13
17/04/2024 21:00:00,120.13
17/04/2024 22:00:00,112.96
17/04/2024 23:00:00,105.2
18/04/2024 00:00:00,98.75
18/04/2024 01:00:00,87.76
18/04/2024 02:00:00,86.19
18/04/2024 03:00:00,91.33
18/04/2024 04:00:00,104.91
18/04/2024 05:00:00,106.53
18/04/2024 06:00:00,106.88
18/04/2024 07:00:00,91.07
18/04/2024 08:00:00,77.2
18/04/2024 09:00:00,80.0
18/04/2024 10:00:00,95.47
18/04/2024 11:00:00,100.01
18/04/2024 12:00:00,107.03
18/04/2024 13:00:00,110.26
18/04/2024 14:00:00,109.44
18/04/2024 15:00:00,122.9
18/04/2024 16:00:00,135.62
18/04/2024 17:00:00,150.18
18/04/2024 18:00:00,168.6
18/04/2024 19:00:00,167.6
18/04/2024 20:00:00,173.4
18/04/2024 21:00:00,179.19
18/04/2024 22:00:00,177.73
18/04/2024 23:00:00,181.84
19/04/2024 00:00:00,189.26
19/04/2024 01:00:00,191.7
19/04/2024 02:00:00,198.22
19/04/2024 03:00:00,205.36
19/04/2024 04:00:00,207.48
19/04/2024 05:00:00,189.45
19/04/2024 06:00:00,180.51
19/04/2024 07:00:00,168.98
19/04/2024 08:00:00,150.28
19/04/2024 09:00:00,143.22
19/04/2024 10:00:00,141.5
19/04/2024 11:00:00,144.0
19/04/2024 12:00:00,151.19
19/04/2024 13:00:00,151.9
19/04/2024 14:00:00,149.01
19/04/2024 15:00:00,149.26
19/04/2024 16:00:00,156.96
19/04/2024 17:00:00,171.34
19/04/2024 18:00:00,173.83
19/04/2024 19:00:00,162.37
19/04/2024 20:00:00,176.99
19/04/2024 21:00:00,193.0
19/04/2024 22:00:00,207.61
19/04/2024 23:00:00,217.92
20/04/2024 00:00:00,228.14
20/04/2024 01:00:00,232.46
20/04/2024 02:00:00,240.93
20/04/2024 03:00:00,243.65
20/04/2024 04:00:00,237.03
20/04/2024 05:00:00,199.52
20/04/2024 06:00:00,188.58
20/04/2024 07:00:00,194.49
20/04/2024 08:00:00,161.52
20/04/2024 09:00:00,163.1
20/04/2024 10:00:00,163.06
20/04/2024 11:00:00,152.12
20/04/2024 12:00:00,148.59
20/04/2024 13:00:00,140.83
20/04/2024 14:00:00,140.54
20/04/2024 15:00:00,144.01
20/04/2024 16:00:00,151.93
20/04/2024 17:00:00,172.84
20/04/2024 18:00:00,170.75
20/04/2024 19:00:00,165.43
20/04/2024 20:00:00,178.9
20/04/2024 21:00:00,190.57
20/04/2024 22:00:00,205.05
20/04/2024 23:00:00,209.31
21/04/2024 00:00:00,219.25
21/04/2024 01:00:00,228.01
21/04/2024 02:00:00,231.48
21/04/2024 03:00:00,225.8
21/04/2024 04:00:00,186.76
21/04/2024 05:00:00,174.54
21/04/2024 06:00:00,171.13
21/04/2024 07:00:00,167.3
21/04/2024 08:00:00,152.56
21/04/2024 09:00:00,141.62
21/04/2024 10:00:00,112.92
21/04/2024 11:00:00,96.7
21/04/2024 12:00:00,98.11
21/04/2024 13:00:00,96.51
21/04/2024 14:00:00,85.42
21/04/2024 15:00:00,85.78
21/04/2024 16:00:00,102.78
21/04/2024 17:00:00,121.11
21/04/2024 18:00:00,141.85
21/04/2024 19:00:00,138.79
21/04/2024 20:00:00,138.97
21/04/2024 21:00:00,144.58
21/04/2024 22:00:00,136.96
21/04/2024 23:00:00,122.09
22/04/2024 00:00:00,121.79
22/04/2024 01:00:00,126.1
22/04/2024 02:00:00,130.16
22/04/2024 03:00:00,132.83
22/04/2024 04:00:00,142.35
22/04/2024 05:00:00,147.11
22/04/2024 06:00:00,136.07
22/04/2024 07:00:00,121.15
22/04/2024 08:00:00,103.6
22/04/2024 09:00:00,86.27
22/04/2024 10:00:00,71.71
22/04/2024 11:00:00,61.5
22/04/2024 12:00:00,64.55
22/04/2024 13:00:00,53.72
22/04/2024 14:00:00,50.37
22/04/2024 15:00:00,50.72
22/04/2024 16:00:00,59.45
22/04/2024 17:00:00,71.12
22/04/2024 18:00:00,94.25
22/04/2024 19:00:00,90.54
22/04/2024 20:00:00,88.9
22/04/2024 21:00:00,91.99
22/04/2024 22:00:00,69.67
22/04/2024 23:00:00,59.79
23/04/2024 00:00:00,58.67
23/04/2024 01:00:00,60.13
23/04/2024 02:00:00,62.24
23/04/2024 03:00:00,63.13
23/04/2024 04:00:00,60.04
23/04/2024 05:00:00,56.96
23/04/2024 06:00:00,55.41
23/04/2024 07:00:00,47.56
23/04/2024 08:00:00,43.16
23/04/2024 09:00:00,39.06
